,Unnamed: 0,Time,TimeRedundant,X,Y,Z
0,0,1525657231.829025,1525657231.829025,-0.006608,-0.020217,-0.012692
1,1,1525657231.8392134,1525657231.8392134,0.000807,-0.025576,-0.015976
2,2,1525657231.849246,1525657231.849246,0.013638,-0.024565,-0.014004
3,3,1525657231.859076,1525657231.859076,0.019098,-0.016066,-0.005556
4,4,1525657231.870323,1525657231.870323,0.01389,-0.0021920000000000004,0.001959
5,5,1525657231.879018,1525657231.879018,0.007462999999999998,0.003166,-0.001156
6,6,1525657231.889109,1525657231.889109,0.0021030000000000003,0.008519,-0.004283
7,7,1525657231.899209,1525657231.899209,-0.00536,0.005353,-0.003127
8,8,1525657231.909442,1525657231.909442,0.002066,-0.001072,-0.005347
9,9,1525657231.91894,1525657231.91894,0.000867,-0.02238,-0.011719
10,10,1525657231.928952,1525657231.928952,-0.008795,-0.030864,-0.014794
11,11,1525657231.9390054,1525657231.9390054,-0.008739,-0.019142,-0.012666
12,12,1525657231.949372,1525657231.949372,-0.0066,-0.017019,-0.012692
13,13,1525657231.959049,1525657231.959049,-0.005528,-0.009563,-0.013769
14,14,1525657231.9689689,1525657231.9689689,0.000798,-0.003191,-0.021297
15,15,1525657231.9790108,1525657231.9790108,0.006061,-0.010672,-0.025619
16,16,1525657231.98918,1525657231.98918,0.008221,-0.016012000000000002,-0.022453
17,17,1525657232.003031,1525657232.003031,0.005164,-0.016004,-0.010707
18,18,1525657232.009104,1525657232.009104,-0.003219,-0.007447,3.9e-05
19,19,1525657232.019203,1525657232.019203,-0.007387,-0.004235,0.007541
20,20,1525657232.029028,1525657232.029028,-0.0042,-0.014907,0.008565999999999999
21,21,1525657232.038966,1525657232.038966,-0.003236,-0.035160000000000004,0.004296
22,22,1525657232.048846,1525657232.048846,-0.002288,-0.061807000000000015,2.6e-05
23,23,1525657232.058769,1525657232.058769,-0.001319,-0.085258,-0.00318
24,24,1525657232.068774,1525657232.068774,-0.000255,-0.086328,-0.003193
25,25,1525657232.078853,1525657232.078853,-0.001285,-0.07673200000000001,-0.002115
26,26,1525657232.090077,1525657232.090077,-0.005444,-0.059664,0.003258
27,27,1525657232.0988722,1525657232.0988722,-0.004241,-0.036224,0.00963
28,28,1525657232.109138,1525657232.109138,-0.001015,-0.010657,0.006398
29,29,1525657232.118743,1525657232.118743,-0.001059,0.0032020000000000004,1.3e-05
30,30,1525657232.130727,1525657232.130727,-0.010775,0.004313,-0.009447
31,31,1525657232.138581,1525657232.138581,-0.006587999999999999,0.024551,-0.020141
32,32,1525657232.148539,1525657232.148539,-0.009836,0.016038999999999998,-0.022231
33,33,1525657232.1587,1525657232.1587,-0.010929,0.005385,-0.022218
34,34,1525657232.1684391,1525657232.1684391,-0.007706,-0.006354,-0.018000000000000002
35,35,1525657232.178776,1525657232.178776,-0.016186000000000002,-0.005254,-0.013638999999999998
36,36,1525657232.188567,1525657232.188567,-0.02043,-0.000973,-0.012522
37,37,1525657232.198422,1525657232.198422,-0.011769,0.007513,-0.004113
38,38,1525657232.208659,1525657232.208659,-0.014888,0.013918,0.001247
39,39,1525657232.220562,1525657232.220562,-0.026647000000000004,0.015035,-0.0007379999999999999
40,40,1525657232.228628,1525657232.228628,-0.019143,0.013936000000000002,0.002363
41,41,1525657232.238296,1525657232.238296,-0.01463,0.012842,0.022531
42,42,1525657232.248379,1525657232.248379,-0.03788,0.002273,0.043038
43,43,1525657232.258417,1525657232.258417,-0.070715,-0.00186,0.063662
44,44,1525657232.26825,1525657232.26825,-0.102339,0.020645,0.090659
45,45,1525657232.278461,1525657232.278461,-0.116875,0.039878,0.119575
46,46,1525657232.288275,1525657232.288275,-0.124125,0.069746,0.13137200000000002
47,47,1525657232.298317,1525657232.298317,-0.144449,0.079427,0.125235
48,48,1525657232.309268,1525657232.309268,-0.142438,0.129521,0.104989
49,49,1525657232.318165,1525657232.318165,-0.076378,0.142035,0.094602
50,50,1525657232.328241,1525657232.328241,0.04869,0.0882,0.123937
51,51,1525657232.338138,1525657232.338138,-0.013456,0.101264,0.100217
52,52,1525657232.348449,1525657232.348449,-0.10448,0.179474,0.057694
53,53,1525657232.358297,1525657232.358297,-0.078766,0.223063,0.057381
54,54,1525657232.368311,1525657232.368311,-0.06578400000000001,0.227265,0.071059
55,55,1525657232.378273,1525657232.378273,-0.077751,0.23372,0.050983
56,56,1525657232.388295,1525657232.388295,-0.08481699999999999,0.202863,0.003172
57,57,1525657232.398363,1525657232.398363,-0.071797,0.13462000000000002,-0.052336
58,58,1525657232.408277,1525657232.408277,-0.05651000000000001,0.06742999999999999,-0.097228
59,59,1525657232.4181972,1525657232.4181972,-0.059132,0.049338,-0.133384
60,60,1525657232.42835,1525657232.42835,-0.077782,0.073952,-0.17998699999999998
61,61,1525657232.438695,1525657232.438695,-0.121174,0.096585,-0.329531
62,62,1525657232.4482741,1525657232.4482741,-0.17935299999999998,0.13945,-0.296887
63,63,1525657232.458943,1525657232.458943,-0.179252,0.267316,-0.227701
64,64,1525657232.468132,1525657232.468132,-0.136008,0.338527,-0.196297
65,65,1525657232.4782,1525657232.4782,-0.107211,0.272319,-0.183879
66,66,1525657232.4883618,1525657232.4883618,-0.107367,0.131626,-0.167916
67,67,1525657232.498132,1525657232.498132,-0.109302,-0.023995,-0.120001
68,68,1525657232.508062,1525657232.508062,-0.084856,-0.145648,-0.015996
69,69,1525657232.5180259,1525657232.5180259,-0.041617,-0.20878,0.12929000000000002
70,70,1525657232.528106,1525657232.528106,-0.022089,-0.241956,0.249323
71,71,1525657232.538627,1525657232.538627,-0.038653,-0.25363,0.293164
72,72,1525657232.5480368,1525657232.5480368,-0.074087,-0.219362,0.268054
73,73,1525657232.557944,1525657232.557944,-0.102218,-0.182987,0.229017
74,74,1525657232.568311,1525657232.568311,-0.109901,-0.159497,0.206761
75,75,1525657232.578004,1525657232.578004,-0.101115,-0.13183,0.22155500000000006
76,76,1525657232.588116,1525657232.588116,-0.083636,-0.093546,0.246887
77,77,1525657232.5979269,1525657232.5979269,-0.063027,-0.057405999999999985,0.266859
78,78,1525657232.607831,1525657232.607831,-0.06079,-0.073407,0.278539
79,79,1525657232.617895,1525657232.617895,-0.062916,-0.08086,0.280693
80,80,1525657232.627916,1525657232.627916,-0.057726,-0.049965,0.262537
81,81,1525657232.639332,1525657232.639332,-0.069829,0.022581,0.217984
82,82,1525657232.647834,1525657232.647834,-0.098084,0.118651,0.1566
83,83,1525657232.657741,1525657232.657741,-0.133672,0.227539,0.10382
84,84,1525657232.667664,1525657232.667664,-0.178625,0.294887,0.078828
85,85,1525657232.6777961,1525657232.6777961,-0.204234,0.314182,0.074884
86,86,1525657232.687645,1525657232.687645,-0.216822,0.274789,0.100581
87,87,1525657232.697654,1525657232.697654,-0.202504,0.20862600000000006,0.150429
88,88,1525657232.707635,1525657232.707635,-0.174017,0.100821,0.233097
89,89,1525657232.718393,1525657232.718393,-0.159082,-0.078354,0.356375
90,90,1525657232.727695,1525657232.727695,-0.136363,-0.220266,0.497652
91,91,1525657232.737625,1525657232.737625,-0.111737,-0.296092,0.606978
92,92,1525657232.747625,1525657232.747625,-0.125219,-0.339751,0.647587
93,93,1525657232.75788,1525657232.75788,-0.143898,-0.310873,0.597791
94,94,1525657232.767562,1525657232.767562,-0.171729,-0.284064,0.498083
95,95,1525657232.7779448,1525657232.7779448,-0.18113,-0.223236,0.41518
96,96,1525657232.787518,1525657232.787518,-0.184761,-0.16564600000000002,0.368394
97,97,1525657232.797523,1525657232.797523,-0.22368,-0.119628,0.317782
98,98,1525657232.807465,1525657232.807465,-0.248156,-0.067258,0.225484
99,99,1525657232.817868,1525657232.817868,-0.26429,-0.076739,0.129889
100,100,1525657232.827404,1525657232.827404,-0.250018,-0.102357,0.08075299999999999
101,101,1525657232.8375616,1525657232.8375616,-0.249665,-0.138612,0.11693599999999997
102,102,1525657232.847559,1525657232.847559,-0.23800000000000002,-0.152555,0.200877
103,103,1525657232.8574731,1525657232.8574731,-0.249796,-0.167465,0.28617
104,104,1525657232.8678448,1525657232.8678448,-0.26521300000000003,-0.188739,0.338511
105,105,1525657232.879802,1525657232.879802,-0.269329,-0.201518,0.353462
106,106,1525657232.887597,1525657232.887597,-0.292652,-0.20995100000000005,0.367584
107,107,1525657232.896897,1525657232.896897,-0.303135,-0.261077,0.393255
108,108,1525657232.90681,1525657232.90681,-0.316823,-0.334573,0.423222
109,109,1525657232.917083,1525657232.917083,-0.333747,-0.38567,0.445779
110,110,1525657232.926938,1525657232.926938,-0.342829,-0.444275,0.500171
111,111,1525657232.937197,1525657232.937197,-0.302687,-0.484975,0.562476
112,112,1525657232.947228,1525657232.947228,-0.356453,-0.509286,0.6206079999999999
113,113,1525657232.9571366,1525657232.9571366,-0.324908,-0.449751,0.6574770000000001
114,114,1525657232.96702,1525657232.96702,-0.327733,-0.403919,0.6788
115,115,1525657232.977163,1525657232.977163,-0.355547,-0.246044,0.640828
116,116,1525657232.986867,1525657232.986867,-0.377689,-0.149989,0.5559529999999999
117,117,1525657232.997109,1525657232.997109,-0.394725,-0.046486,0.4507930000000001
118,118,1525657233.007124,1525657233.007124,-0.417917,0.07728600000000001,0.361674
119,119,1525657233.017112,1525657233.017112,-0.438341,0.229803,0.31829
120,120,1525657233.027031,1525657233.027031,-0.457146,0.321536,0.33236
121,121,1525657233.036902,1525657233.036902,-0.484476,0.291792,0.372074
122,122,1525657233.0469868,1525657233.0469868,-0.433983,0.270246,0.404451
123,123,1525657233.0568929,1525657233.0568929,-0.368713,0.174031,0.438774
124,124,1525657233.066944,1525657233.066944,-0.359109,0.06526799999999999,0.461004
125,125,1525657233.076973,1525657233.076973,-0.374148,-0.017805,0.469701
126,126,1525657233.087121,1525657233.087121,-0.406181,-0.038987,0.472221
127,127,1525657233.0969071,1525657233.0969071,-0.406085,-0.000618,0.472221
128,128,1525657233.10666,1525657233.10666,-0.413332,0.051634000000000006,0.479761
129,129,1525657233.116763,1525657233.116763,-0.456926,0.121098,0.478168
130,130,1525657233.126691,1525657233.126691,-0.466795,0.160588,0.448488
131,131,1525657233.136497,1525657233.136497,-0.455774,0.172292,0.387685
132,132,1525657233.1466599,1525657233.1466599,-0.442649,0.150946,0.331113
133,133,1525657233.156672,1525657233.156672,-0.455816,0.114774,0.308921
134,134,1525657233.166657,1525657233.166657,-0.475988,0.107395,0.318747
135,135,1525657233.176794,1525657233.176794,-0.468043,0.089223,0.361223
136,136,1525657233.186588,1525657233.186588,-0.460751,0.059314,0.439896
137,137,1525657233.1966946,1525657233.1966946,-0.447935,0.047495,0.530209
138,138,1525657233.20657,1525657233.20657,-0.44493,0.041055,0.602549
139,139,1525657233.216642,1525657233.216642,-0.458439,0.038968,0.632516
140,140,1525657233.226531,1525657233.226531,-0.489471,0.07001399999999999,0.61906
141,141,1525657233.236505,1525657233.236505,-0.495158,0.111621,0.581878
142,142,1525657233.2466464,1525657233.2466464,-0.493344,0.140405,0.549926
143,143,1525657233.256485,1525657233.256485,-0.475192,0.182963,0.542255
144,144,1525657233.266505,1525657233.266505,-0.6315109999999999,0.257156,0.570778
145,145,1525657233.276553,1525657233.276553,-0.420309,0.5131439999999999,0.5128560000000001
146,146,1525657233.286385,1525657233.286385,-0.454117,0.614536,0.519659
147,147,1525657233.296484,1525657233.296484,-0.439986,0.572897,0.549287
148,148,1525657233.306291,1525657233.306291,-0.439529,0.641096,0.572699
149,149,1525657233.316431,1525657233.316431,-0.369817,0.656775,0.598456
150,150,1525657233.326468,1525657233.326468,-0.320044,0.6171,0.662772
151,151,1525657233.336313,1525657233.336313,-0.272092,0.5454439999999999,0.7590399999999999
152,152,1525657233.346437,1525657233.346437,-0.18791,0.47257,0.851671
153,153,1525657233.356323,1525657233.356323,-0.139971,0.479791,0.930912
154,154,1525657233.366415,1525657233.366415,-0.198714,0.562079,0.996559
