,0,1,2,3
0,0.9999999999999998,-5.551115123125783e-17,-6.938893903907228e-18,-3.469446951953614e-18
1,0.9999922195746422,-0.002033417250213254,0.0031266604346442198,-0.0012845228659174278
2,0.9999987162987258,0.00011084257737220896,0.001486502210437446,0.0005877295310287405
3,0.9999971316432202,0.0011381923786543632,0.001984193682891794,0.0007100696232007868
4,0.999999387546041,1.8191424139153787e-05,0.0010842916268387695,0.00022110694899582506
5,0.9999976657136134,-0.0007194665491625143,0.0020338793418771192,-0.00011945723610738007
6,0.9999975737804877,-0.0018555232449919356,0.0006669479909119022,-0.0009821644476544385
7,0.9999982244074459,-0.001745962094948616,0.0004741396093896483,-0.000527247521125377
8,0.9999986852386249,-0.000682153984475247,0.001460488768090823,-0.00017652059626123776
9,0.9999879652984214,0.000325374333144556,0.004870077273646432,0.0004957188869954068
10,0.999999906588003,-6.397566575970645e-05,-0.00039544952476171236,0.00016232920964267747
11,0.9999971791066261,-0.0012003097105563985,0.0019936040701370866,-0.00047600231098136533
12,0.9999972804978485,0.0008389431109819033,0.002074277554588562,0.0006576807659503352
13,0.9999983352935842,-0.00025183607227557015,0.0018037038113249276,0.0001124331508523535
14,0.9999986622933483,-0.0004187107338291898,0.0015805546965993525,-4.404186755146283e-05
15,0.9999987835356089,0.0003099554803188539,0.0015010032179774493,0.0002895587018170061
16,0.9999988450589133,0.0007009646464381501,0.0012466683155426886,0.0005141473665302501
17,0.9999985266397856,-0.00011396102582225589,0.0017058108290428434,0.0001547273645350379
18,0.9999990663208901,-0.0005975087647088128,0.0012251979099362695,-9.607655753383557e-05
19,0.999999548311765,-0.0005647766533389076,0.0007330057659414996,-0.00021703949927980373
20,0.9999985591998178,-0.00042816536468106865,0.0016395143515920974,-0.00010131830749733617
21,0.9999989930499815,-0.00021425266808470372,0.0014028331074898079,7.3545264089106e-06
22,0.9999986847759703,8.320271293652069e-06,0.0016055732416027854,0.00022915424485035057
23,0.9999981898603519,5.986401668823735e-05,0.001894698633612718,0.00016373578153533463
24,0.9999983938621723,-0.00025056553301326364,0.0017716885518797576,0.00010300322506243131
25,0.9999973091837899,-0.0005195877616720719,0.002256826744404153,-0.00013559787150419986
26,0.9999978731767591,-0.0006586220808296526,0.001948900329534417,-0.00014712721835922343
27,0.999997038865298,6.973524878925094e-05,0.002427845438216787,0.00015153929708614303
28,0.9999968260916986,-0.0006786506136460492,0.0024196766124190278,-0.00018001379001751985
29,0.9999968786282447,-0.00161380370764153,0.001787494687485,-0.0006657582914667386
30,0.9999986877331271,-0.0004498619248088061,0.0015559857850533099,-3.262681146397675e-05
31,0.9999978286560334,-0.0005566557659691471,0.0020073648229973484,-5.7480813767614436e-05
32,0.9999983837412307,-0.0007571002756538133,0.0016135275117283368,-0.00023631137752262027
33,0.9999976890535891,-0.0005209705667171848,0.0020811370877076366,-0.00013908835940762074
34,0.9999982980769861,8.579320227592065e-05,0.0018401054786112148,0.00010244259200544586
35,0.9999993015043684,0.00036748057660544427,0.0010894662852970263,0.00027388321259041656
36,0.9999959417015967,0.001635792524074454,0.0021739527041213305,0.0008453950526475067
37,0.9999953759316387,0.0019846133520575603,0.0020692751892268726,0.0010136692628571718
38,0.9999986161870341,0.0012606550949953114,0.0008481770343648221,0.0006774721147211685
39,0.9999986912451293,0.0012418237544581552,0.000831286645767447,0.0006199550818447933
40,0.9999992455964133,0.00020575712790462265,0.0012076344481292967,8.994247063713948e-05
41,0.9999987619962822,-0.000914076007354909,0.0011608450614669016,-0.0005412113254047377
42,0.9999987679351106,-0.0013289853481416886,0.0003413510945154477,-0.0007624995967624656
43,0.9999995166307979,-0.0001128159079884939,0.0009717841477025341,-9.821563843010958e-05
44,0.9999996751511657,-0.00019842372990819344,0.0007691404211913611,-0.0001369255202447288
45,0.9999998411271822,0.0001803324038184462,-0.0005317377475406379,4.980764748428734e-05
46,0.9999999561331668,0.00024635234106450653,-0.000161934647282376,2.8659348270943658e-05
47,0.9999996594248678,0.0006100599078503587,-0.0005195162566749151,0.00019768640805561954
48,0.9999987251238717,0.0012173258102225336,-0.000871287419138618,0.0005556318349197176
49,0.9999972500297879,0.0017961334215187766,-0.0012544763327685116,0.0008367357551623232
50,0.99999669791459,0.0016305240012713406,-0.001858132940279325,0.0007020636533654201
51,0.9999938227128907,0.002469712579172225,-0.00221136468812725,0.001168298785273393
52,0.9999907503950816,0.0031891417005706843,-0.002430133284540413,0.001556583346430114
53,0.9999863545342391,0.003233281650953367,-0.003752023061298411,0.0016610111486033245
54,0.9999842274520765,0.0038693815972215937,-0.0035727279616592847,0.001951498921500143
55,0.9999831922879935,0.0035119836452185706,-0.004283903579249536,0.001711514683806318
56,0.9999824722919388,0.0037618978710838836,-0.004174858889249476,0.0018638096907417669
57,0.9999789474509281,0.005003366642580876,-0.003284647498654321,0.0025064053908625573
58,0.99997524795555,0.00560289988956459,-0.0031959065022370906,0.0028101905081810846
59,0.9999803234854668,0.004942587632819527,-0.00303068300499406,0.002395502017411188
60,0.9999796305616191,0.004913292526542515,-0.0033130733758068645,0.0023709835939029547
61,0.9999771174255562,0.005340875659276088,-0.00320001496677938,0.0026456713098140412
62,0.999980946486741,0.0053419334977787645,-0.0017584604740681423,0.002545236088837159
63,0.9999847046007762,0.004006329712802625,-0.0033118794041166397,0.0018897993393102823
64,0.9999796920875046,0.004923157745681264,-0.003236001862323687,0.0024302720706144212
65,0.9999796020520016,0.00526041899223436,-0.0025063272603539147,0.0026156826279681855
66,0.9999856844986549,0.004557337263169481,-0.0018346838898633464,0.0021202381588347648
67,0.9999893969664624,0.003826852889657389,-0.0018778345705036323,0.0017420932631247617
68,0.9999824344602425,0.004910190356083992,-0.0023447677788049,0.0023500778065733245
69,0.9999814364809027,0.00526602512530658,-0.0018104505464483986,0.002473447349057776
70,0.9999850798200124,0.004834959505071583,-0.0012704213480154714,0.0022021202387442415
71,0.9999760036972795,0.0058649300896332236,-0.0023700357555794874,0.002824456616565222
72,0.999973044342016,0.006282908775983819,-0.0022748090903958393,0.003043171088683027
73,0.9999774072964184,0.005867102344810365,-0.001776316063029193,0.0027580261152348774
74,0.9999805640873829,0.005323305057419355,-0.0020507659521964636,0.002515597295684787
75,0.9999728308382048,0.0062247133841645385,-0.002528698949698212,0.0030325254053113516
76,0.9999754733765654,0.0061317937796011674,-0.0017610484490303419,0.002890062061271681
