,0,1,2
118,-0.017140573355842306,-0.6949698126471835,-6.904524629182942
119,-0.01721429371310768,-0.7068378884503413,-7.0217611698040985
120,-0.01729018149375705,-0.7188050140321617,-7.139988025523009
121,-0.017369636538843825,-0.7308695232801076,-7.2592048111574865
122,-0.017452000799604586,-0.7430310272967103,-7.379410618779427
123,-0.017535081557377496,-0.7552907055548757,-7.500605741552665
124,-0.01761658626599642,-0.7676491826550851,-7.622791011883794
125,-0.01769542655516208,-0.7801075510329881,-7.745966161391534
126,-0.0177713194639968,-0.7926662662994728,-7.870131057887397
127,-0.01784352518120594,-0.80532361714047,-7.995286253435747
128,-0.017912332800758157,-0.8180802029523322,-8.121431202889582
129,-0.017978472380922993,-0.8309388400550194,-8.248564408554493
130,-0.018042797759347008,-0.8439000855049172,-8.376685519500814
131,-0.018106456159883832,-0.8569627691890347,-8.505795721804615
132,-0.01816872821016988,-0.8701261163517349,-8.635896505416614
133,-0.01822913618207284,-0.8833896480953575,-8.766988264238863
134,-0.01828868283119902,-0.8967523634650988,-8.899071688245915
135,-0.01834785418305624,-0.9102137471892238,-9.03214808568871
136,-0.018408974027862027,-0.9237735315539316,-9.166216737372295
137,-0.018474376572094164,-0.9374316479046735,-9.301276135346843
138,-0.018544548872952687,-0.9511897660058947,-9.437326036677515
139,-0.01862015853226946,-0.9650481070489795,-9.574366697316641
140,-0.018702005405657765,-0.9790042711370006,-9.712398763139808
141,-0.018789899712397164,-0.9930572810275973,-9.851425425002532
142,-0.018880099182565845,-1.0072091216966814,-9.991449993111175
143,-0.018970265741265455,-1.0214631242613188,-10.132470607211042
144,-0.019061546641868675,-1.0358214999195094,-10.27448354988681
145,-0.01915417494064435,-1.0502842071121101,-10.417488759858221
146,-0.019247022565697443,-1.0648489843579625,-10.561488779959523
147,-0.01933777976044925,-1.0795140224762172,-10.706485007558022
148,-0.019425328219495008,-1.0942802420148976,-10.852475914112802
149,-0.019510747928459082,-1.1091485294529535,-10.999458701477856
150,-0.019596221108510538,-1.1241181536264404,-11.147432395680546
151,-0.019684174894716733,-1.1391873821281466,-11.296398868851117
152,-0.01977629832242478,-1.1543541175619956,-11.446360628564069
153,-0.019873352398270504,-1.1696179534764894,-11.597318616833892
154,-0.019975208019235212,-1.1849799329777249,-11.74927242949398
155,-0.020081274929507203,-1.2004406714405373,-11.902221549873401
156,-0.02019159327976534,-1.2160007739601022,-12.056166072931195
157,-0.02030768391702212,-1.23165999275666,-12.21110545265599
158,-0.020432390138392313,-1.247416394120168,-12.367036872129617
159,-0.0205681901427725,-1.2632693928053,-12.523958713590396
160,-0.020712540470576857,-1.2792225557545929,-12.681876251415883
161,-0.02085457171506878,-1.2952808508801414,-12.840797735201797
162,-0.02098579735914579,-1.3114452692523049,-13.00072274047392
163,-0.021110570027930865,-1.3277141159013819,-13.161642276807244
164,-0.021238056221846293,-1.3440858858796751,-13.323549317997141
165,-0.021376873636496714,-1.3605580884386606,-13.486441495494457
166,-0.021534241130994468,-1.3771279477232388,-13.65031985069734
167,-0.021710881660709808,-1.3937940201143892,-13.815190018819818
168,-0.021901493141116665,-1.4105551292142589,-13.9810596884084
169,-0.02210128334400619,-1.4274091885775466,-14.147932503341318
170,-0.02231024222565739,-1.444354694658821,-14.315805992272375
171,-0.022530084345405068,-1.46139285366849,-14.484674930276634
172,-0.022761725034888,-1.4785271272875555,-14.654534111740828
173,-0.02300601797179481,-1.4957607814592697,-14.825379955329247
174,-0.0232627663006888,-1.513095795838871,-14.99721141744393
175,-0.023530736500852984,-1.5305332149603863,-15.17002821589439
176,-0.02380962380909413,-1.548074088779969,-15.343830811243619
177,-0.02409751518245472,-1.565719769591554,-15.51862254962918
178,-0.02439058202582769,-1.5834702156771567,-15.69440758355948
179,-0.024688612318721617,-1.6013236631736847,-15.871187535091996
180,-0.0249939730025414,-1.6192782936018841,-16.04896150690148
181,-0.025309129241260248,-1.6373334769178614,-16.22772690124847
182,-0.025636112271125396,-1.6554894547118657,-16.407481075609525
183,-0.02597460216712135,-1.6737460866644571,-16.5882233535615
184,-0.026323342378738627,-1.6921030371358794,-16.769954856074005
185,-0.026681971066342954,-1.7105602796856139,-16.952676976019696
186,-0.027051214636633517,-1.7291178366775801,-17.13639059297477
187,-0.02743278698196871,-1.7477747558631116,-17.321096096287942
188,-0.027828076243202424,-1.7665290716260211,-17.506792869855452
189,-0.028237975170477728,-1.7853798791051034,-17.693479669730458
190,-0.02866354467020403,-1.80432804620633,-17.88115567775428
191,-0.029105382374820327,-1.8233745437330229,-18.069820332313192
192,-0.029562891858870885,-1.8425184877980947,-18.259473050020336
193,-0.030035356823119013,-1.86175723642813,-18.450113566761914
194,-0.030523131176844364,-1.881089030488397,-18.641743180868325
195,-0.031026375638379164,-1.900514674991944,-18.834364746907383
196,-0.0315447494747129,-1.9200365170092868,-19.02797995447749
197,-0.03207823240479212,-1.9396574387504621,-19.222587094215154
198,-0.032625626562949546,-1.9593803859249366,-19.41818283343467
199,-0.03318497274039917,-1.979207421074832,-19.614765119437727
200,-0.033755650174546195,-1.9991393206729744,-19.812333764793685
201,-0.03433747714494443,-2.019176097252772,-20.010889915416367
202,-0.0349296876733596,-2.0393186906136367,-20.210434823236124
203,-0.03553128273338151,-2.059569164826428,-20.41096872051923
204,-0.03614307251111603,-2.079928176571819,-20.612490297717432
205,-0.036766959767222315,-2.1003948372392767,-20.814998318311684
206,-0.0374032885821062,-2.120968553986399,-21.01849326853817
207,-0.03805236659522693,-2.1416503717567146,-21.22297507188724
208,-0.03871487294226008,-2.162443261342476,-21.42844216472028
209,-0.03939070558891167,-2.183348966369436,-21.634893635399884
210,-0.040078314970315415,-2.204365756323002,-21.84232996592868
211,-0.040775823858076904,-2.225489921998546,-22.050752947892715
212,-0.0414851759534859,-2.246718686230507,-22.260164177679854
213,-0.04221136166218598,-2.268051808405823,-22.470563451051866
214,-0.04295846050523622,-2.289489546889539,-22.681949512265827
215,-0.0437298939673166,-2.3110317819079063,-22.894320951678278
216,-0.04452597931380306,-2.3326790503082755,-23.107677867731272
217,-0.0453415224882261,-2.354434176991705,-23.322021891353323
218,-0.046172351521361114,-2.376302773940719,-23.537352877699277
219,-0.04701858087077928,-2.3982913916927555,-23.753669109473766
220,-0.047881022648173274,-2.4204060203163613,-23.970969710079835
221,-0.04876147760218906,-2.4426496187510516,-24.18925502592294
222,-0.04966485628457429,-2.4650194661382776,-24.408526347613307
223,-0.05058109270421847,-2.487502486814193,-24.628778947096603
224,-0.05148129909398618,-2.5100789816278937,-24.85000477589888
225,-0.05234077704807706,-2.5327322856530072,-25.072202679791506
226,-0.053143838306170074,-2.555446695136984,-25.295373038076274
227,-0.05388999576104008,-2.578209825890682,-25.5195147396454
228,-0.05459041242301765,-2.6010213302014136,-25.74462652056673
229,-0.055257882907845376,-2.623890762480375,-25.97070745392062
230,-0.05590808164205216,-2.646831369235352,-26.19775882102926
231,-0.05655244417162567,-2.669858401851134,-26.42578385243738
232,-0.05719938408479885,-2.692988641276508,-26.654786126335512
233,-0.05786038500783544,-2.7162385239975797,-26.884767696973555
234,-0.058546790423683395,-2.739620296745646,-27.11573064863602
235,-0.059263877656908624,-2.763136888049108,-27.34768081949977
236,-0.060022167968834965,-2.786789757579324,-27.580630324050503
237,-0.06084624784438168,-2.8105846937972188,-27.814591632821653
238,-0.06175038075888469,-2.834516873482443,-28.049563763326077
239,-0.06272622868848447,-2.8585748734723775,-28.285535394376126
240,-0.06376549389304732,-2.8827541036660342,-28.522504779946658
241,-0.06487941438286354,-2.9070515346577213,-28.760478990134686
242,-0.06608510217536674,-2.9314638174352727,-28.99945961102964
243,-0.06736699617373879,-2.9559828471243272,-29.239432745264384
244,-0.06861110727797994,-2.980621370440894,-29.4803501780889
245,-0.06973703461329862,-3.005402938150356,-29.72218133620669
246,-0.07084554575945995,-3.0303195860052856,-29.96495723242567
247,-0.07200499407519158,-3.0553637748594547,-30.208711174764307
248,-0.07317218961964296,-3.080523997552476,-30.453455938984774
249,-0.0743245202521826,-3.105776540549708,-30.699199403509777
250,-0.07546129335614435,-3.1311175516915353,-30.94594907797881
251,-0.07657789028760069,-3.15655342796728,-31.193695956186893
252,-0.0776741502129451,-3.182087813350929,-31.44241706815102
253,-0.07875760290841247,-3.2077232399698903,-31.692102974081386
254,-0.07982718214376312,-3.2334609864950403,-31.94275800577563
255,-0.08087458907641433,-3.2592994454490842,-32.19439251720557
256,-0.08190052413136069,-3.2852351066189494,-32.44701348447086
257,-0.08290926337055256,-3.3112668586717735,-32.700619754443764
258,-0.08390030651881372,-3.3373966126227534,-32.955206420557424
259,-0.08487363742984996,-3.363625676473715,-33.210769539390135
260,-0.08582974681349956,-3.3899547334064657,-33.46730710662578
261,-0.08676578261694973,-3.416385002191925,-33.724819925233625
262,-0.0876792182508976,-3.4429160260334544,-33.983312003830534
263,-0.08857218248484461,-3.4695452575137424,-34.24278665133384
264,-0.08944782731533583,-3.496271801474888,-34.50324388850386
265,-0.09030546477030682,-3.52309705065153,-34.764681836987734
266,-0.09114323342188627,-3.550021616237059,-35.02709852959033
267,-0.09196202622045967,-3.577045092977757,-35.29049274911873
268,-0.09276355278234805,-3.6041673929510174,-35.554864131166305
269,-0.09354753832502676,-3.6313881256459704,-35.820213835076885
270,-0.09431327325862686,-3.6587060826704594,-36.086543947864136
271,-0.09506001976433508,-3.6861208287097726,-36.35385509920454
272,-0.0957873316156667,-3.713633477420535,-36.62214535656704
273,-0.09649673660894059,-3.7412447509206883,-36.89141217850981
274,-0.09718915757118884,-3.7689541988013,-37.16165569188184
275,-0.0978632550047336,-3.7967611691289234,-37.432878488784645
276,-0.0985171957899311,-3.8246655014742,-37.70508319167547
277,-0.09914861718520204,-3.8526676632676384,-37.978271307297355
278,-0.0997558341196167,-3.8807683256522267,-38.25244236753286
279,-0.10034029547411406,-3.9089677774889755,-38.527593558192
280,-0.10090420145333122,-3.937265559806099,-38.80372108745906
281,-0.10144895619507846,-3.965662063380676,-39.08082344833337
282,-0.10197588674209879,-3.994158420493841,-39.35890372496424
283,-0.10248328711069378,-4.022754037779397,-39.63796779032219
284,-0.1029677863490054,-4.051447696648585,-39.91801954602765
285,-0.10342759635773095,-4.080240605056384,-40.199057554206064
286,-0.10386234739394794,-4.109135413674716,-40.48107864367527
287,-0.10427478352908442,-4.138132026586986,-40.764082860146324
288,-0.10466810324863733,-4.167228843490928,-41.04807223802283
289,-0.10504293845786115,-4.19642617805023,-41.33304858556012
290,-0.10540029415544741,-4.225724180142594,-41.61901357508057
291,-0.10574232518076178,-4.255121387095194,-41.905969017186166
292,-0.10607054868310163,-4.284616880009128,-42.193915087733274
293,-0.10638546287122211,-4.314211356057323,-42.48284972272318
294,-0.10668768214069041,-4.343905855621037,-42.7727715467191
295,-0.10697878764383743,-4.373700438747058,-43.06368069205307
296,-0.1072614981943275,-4.403594110710997,-43.3555774051592
297,-0.1075387836140099,-4.433585675700618,-43.64846248615039
298,-0.1078107903628396,-4.463675014264567,-43.942337299806645
299,-0.1080755209796451,-4.493863299413069,-44.23720254348006
300,-0.10833249385471799,-4.524152111176973,-44.53305736536976
301,-0.10858211242502121,-4.554542791491612,-44.82989970253197
302,-0.10882440246453347,-4.58503566415566,-45.12772839499069
303,-0.1090592375941638,-4.615630208273069,-45.42654444743926
304,-0.10928632099896084,-4.6463260441950185,-45.72634953165045
305,-0.10950731115731205,-4.677122770586119,-46.02714427763431
306,-0.10972581575384693,-4.708020236490437,-46.328928613678954
307,-0.10994479295554209,-4.739018220685371,-46.63170230402263
308,-0.11016634868347527,-4.770115352009898,-46.935465364589916
309,-0.11039209579378918,-4.801309801233067,-47.24021896338069
310,-0.11062264455794711,-4.83260057340679,-47.54596474345789
311,-0.1108553156533783,-4.86399004961482,-47.852703949481445
312,-0.11108445190769987,-4.895484306337719,-48.16043791145331
313,-0.11130753124243434,-4.927087008168062,-48.46916892757993
314,-0.11152837553359056,-4.958795038516595,-48.77889760362624
315,-0.11175642197294153,-4.990602204076272,-49.08961925177181
316,-0.11200324698312275,-5.022504168613088,-49.40132803308504
317,-0.11227527990378146,-5.054499300687967,-49.714022045817565
318,-0.11257352234941108,-5.08658686327038,-50.02770320549168
319,-0.11289603743769841,-5.118765494958561,-50.342375272073504
320,-0.11323799481847711,-5.151035137250204,-50.658040959739516
321,-0.11359507183320988,-5.18339822741498,-50.97469974130275
322,-0.1139649547814838,-5.215858173499994,-51.29234879620666
323,-0.11434562481896644,-5.24841879426258,-51.610986091186334
324,-0.11473480902481822,-5.281082320985027,-51.93061173954296
325,-0.11513193481710038,-5.313847709927633,-52.25122622323671
326,-0.11553834203888592,-5.3467129099605755,-52.57282901715229
327,-0.11595510653224764,-5.379676870494645,-52.89541939669264
328,-0.11638365002629646,-5.412739343680563,-53.218997794675985
329,-0.11682455952668387,-5.445900751581698,-53.543566356281765
330,-0.1172745195186099,-5.479162620053155,-53.86912667128511
331,-0.11772965224444844,-5.512525990481683,-54.19567806171976
332,-0.11818862417181256,-5.54599022221118,-54.523219257063985
333,-0.11864968023428217,-5.579555490944445,-54.85174953760035
334,-0.11911028409237934,-5.613223247978814,-55.18126877523359
335,-0.11957089648576771,-5.646994134570393,-55.511777113662426
336,-0.12003366790799085,-5.680868018728414,-55.843275070479606
337,-0.12049944865035053,-5.714843982301453,-56.175764045652286
338,-0.12096918975566967,-5.7489202353908,-56.509245422397356
339,-0.12144360029931797,-5.783095931386411,-56.843719421699475
340,-0.1219232310670343,-5.81737178699384,-57.17918452765924
341,-0.12240891333877378,-5.851748693487552,-57.51563928584573
342,-0.12289992732591679,-5.886227580320016,-57.85308400544599
343,-0.123395337051677,-5.920809659705316,-58.191519420954904
344,-0.12389589911847636,-5.955494895872406,-58.53094622601574
345,-0.12440295308189951,-5.990282267580299,-58.87136444554726
346,-0.12491723459413112,-6.025171550314799,-59.21277310900163
347,-0.12543906386850928,-6.060163275284207,-59.55517181803454
348,-0.1259701643986776,-6.095257507833166,-59.898560517485286
349,-0.12651373720231,-6.130453709800663,-60.242938876407834
350,-0.12707139380053067,-6.165752587179142,-60.58830665867498
351,-0.1276426541672692,-6.201156152690245,-60.934663608949634
352,-0.12822726945667093,-6.236666627891022,-61.282009015306656
353,-0.1288258436568596,-6.27228666252431,-61.63034133334574
354,-0.12943844431031762,-6.308019355946719,-61.9796587207373
355,-0.13006428367439307,-6.343867390827578,-62.3299597392119
356,-0.13070147125523018,-6.3798319629431965,-62.68124407916909
357,-0.13134612773728074,-6.415913267676392,-63.03351265197704
358,-0.13199570213178952,-6.452111369871909,-63.38676533736854
359,-0.13265208690138142,-6.488427194146743,-63.741000103147194
360,-0.13332209218841481,-6.524863301848125,-64.09621648976909
361,-0.13401402510540247,-6.561420269163752,-64.45241837443437
362,-0.1347295769414423,-6.598091955807904,-64.80961052167254
363,-0.13545754653330982,-6.634863739072698,-65.16779021936078
364,-0.13617620959418286,-6.6717212480202495,-65.52694803294234
365,-0.13686577510211306,-6.70865725895022,-65.88707830452883
366,-0.13751764684735762,-6.745665404657226,-66.24818149625418
367,-0.1381336677966226,-6.782740758402665,-66.61026020362826
368,-0.13871920078643543,-6.819884394302286,-66.97331538390875
369,-0.1392825921096278,-6.857102358254908,-67.33734509535306
370,-0.13983663108093855,-6.894401931012762,-67.70234682533166
371,-0.14039281526159555,-6.931790151363821,-68.06831864035674
372,-0.1409643410789574,-6.969274534398639,-68.43525863682795
373,-0.14156631916868942,-7.006861599863418,-68.80316649689796
374,-0.1422031786779425,-7.044556283739043,-69.17204576826482
375,-0.14286824250064392,-7.082362452303017,-69.54190322506763
376,-0.14355224325909027,-7.120282040786287,-69.91274712939968
377,-0.14424576414198548,-7.158315509870553,-70.28458367840939
378,-0.14494423004067175,-7.196464701083591,-70.65741483781589
379,-0.14565134769676744,-7.234732363817259,-71.03123964693195
380,-0.14637257697307632,-7.273119026741977,-71.40605449524001
381,-0.147113771280432,-7.311623683571053,-71.78185570870092
382,-0.14788658528410556,-7.350244447072405,-72.15864469236936
383,-0.14869973981405837,-7.388977029278401,-72.53642438127844
384,-0.149551641660156,-7.4278171959507295,-72.91519264578623
385,-0.15043950526406502,-7.4667644448041735,-73.29494635057522
386,-0.15136532592866353,-7.505821961964856,-73.67568562120167
387,-0.1523380599059237,-7.54499141516481,-74.0574100614165
388,-0.1533721515359314,-7.58427153289815,-74.44011590672739
389,-0.1544776432234217,-7.62366206174986,-74.82380404725335
390,-0.15564437369448914,-7.663154930144411,-75.20848626482157
391,-0.1567699683125578,-7.702759858967714,-75.59414545153233
392,-0.15774680789785034,-7.742498254924091,-75.9807442161538
393,-0.15865338026654882,-7.78235018518546,-76.36828990191205
394,-0.15961773670060478,-7.822307368645307,-76.75680510346143
395,-0.16062367655648638,-7.862380451855037,-77.1462823868563
396,-0.1615954191910138,-7.902552693634825,-77.53671890289499
397,-0.16253125653289194,-7.942815205527167,-77.92813459228572
398,-0.16345930982730955,-7.983169946943585,-78.32053601246803
399,-0.16437122349629213,-8.023618761559398,-78.71391647791972
400,-0.1652580026383459,-8.064165539071396,-79.10827189738649
401,-0.1661237148381015,-8.104809935577377,-79.50359866711466
402,-0.16696914814377947,-8.1455523063989,-79.89989731842653
403,-0.1677906539055997,-8.18639346317231,-80.29717086968898
404,-0.1685860579299355,-8.227332666326078,-80.6954223801847
405,-0.16935514888447017,-8.268369700733784,-81.09465202284845
406,-0.1700991161869079,-8.309504901473003,-81.49485809912335
407,-0.17081865836119536,-8.350738108716538,-81.896039739629
408,-0.1715134736738868,-8.392069220641755,-82.29819633029445
409,-0.17218457097894363,-8.433498549715424,-82.70132742225913
410,-0.1728328742848896,-8.475026121517836,-83.10543333671662
411,-0.17345797685820039,-8.516651307265732,-83.51051479843908
412,-0.17405971812373405,-8.558373101764747,-83.91657276498687
413,-0.17463747177951475,-8.600191198376866,-84.32360740596336
414,-0.17519039600256514,-8.642106397229314,-84.73161756622922
415,-0.17571810593423787,-8.6841191756964,-85.14060133711111
416,-0.17621987913144813,-8.726230091227164,-85.55055728867012
417,-0.17669558417347783,-8.768440303025326,-85.96148631555396
418,-0.1771452015036292,-8.810750237903656,-86.3733906520531
419,-0.17756831341764073,-8.853159651528319,-86.7862710276589
420,-0.17796690881744695,-8.895668176003984,-87.2001258283325
421,-0.1783451677231336,-8.938275282419912,-87.61495310659085
422,-0.17870521138128437,-8.980980352270581,-88.03075266860772
423,-0.1790457441857849,-9.023782154989435,-88.44752529595719
424,-0.1793642378945299,-9.066679091556,-88.86527042975048
425,-0.17966096322716846,-9.109670837252414,-89.2839868829221
426,-0.17993924232091796,-9.152758152338958,-89.70367537340661
427,-0.18019647307474174,-9.19594217463039,-90.12433742728055
428,-0.18042854906105066,-9.239225170660434,-90.54597299307859
429,-0.18064296393977916,-9.28260872478539,-90.96858086762863
430,-0.18084878094784287,-9.32609308012883,-91.3921619236902
431,-0.1810451296309533,-9.36967845190689,-91.81672223672801
432,-0.18122556727962458,-9.413363512798135,-92.24227026677588
433,-0.18138420179305886,-9.457146931161542,-92.66881012712037
434,-0.1815196174491801,-9.50103025512492,-93.09633873627193
435,-0.1816386219579374,-9.545015521942354,-93.52484902667096
436,-0.1817487263993454,-9.589103105782208,-93.95433892279131
437,-0.1818478105803495,-9.633292954153841,-94.38481414118677
438,-0.18193481244104978,-9.677584069631772,-94.81627976338824
439,-0.18201383369944973,-9.72197552940536,-95.24873637839634
440,-0.1820859266784575,-9.766468077121926,-95.68218231069103
441,-0.18215147743789192,-9.811062312628293,-96.1166160975502
442,-0.18221023020078927,-9.855758264631614,-96.55203828726827
443,-0.18226090077919763,-9.900555419054202,-96.98845011316789
444,-0.1823043032507644,-9.945452838035967,-97.42585221620023
445,-0.18234261332001497,-9.990450159422569,-97.86424499287075
446,-0.18237912698385192,-10.035546735113726,-98.30362923285179
447,-0.18241599620841292,-10.08074158410846,-98.74400569420628
448,-0.18245228825753296,-10.12603488389935,-99.18537433851692
449,-0.18248718079500514,-10.171426497781017,-99.62773443919498
450,-0.18252027066080892,-10.2169169701646,-100.07108448919045
451,-0.18255096885623534,-10.262508857303814,-100.51542257111663
452,-0.18258054335935586,-10.308203475043463,-100.96074740134314
453,-0.18261215442059775,-10.353998450876398,-101.40705787045063
454,-0.18265209542034408,-10.399888437460769,-101.85435383499794
