,Time,TimeRedundant,X,Y,Z
0,1524942953.922024,1524942953.922024,0.006512,-0.014819,0.005331
1,1524942953.932271,1524942953.932271,0.006425,-0.008439,0.007497
2,1524942953.94194,1524942953.94194,0.0054329999999999995,-0.012704,0.004262
3,1524942953.95182,1524942953.95182,0.008620000000000001,-0.006298,3.5e-05
4,1524942953.961894,1524942953.961894,0.009711,-0.005227000000000001,-0.0031620000000000003
5,1524942953.971889,1524942953.971889,0.007518,-0.0020559999999999997,-0.001025
6,1524942953.98229,1524942953.98229,0.0075840000000000005,-0.007373,-0.002117
7,1524942953.991822,1524942953.991822,0.005478,-0.00952,-0.003211
8,1524942954.001864,1524942954.001864,0.006547,-0.011635,-0.001073
9,1524942954.0117831,1524942954.0117831,0.003393,-0.021230000000000002,0.003141
10,1524942954.021951,1524942954.021951,0.000227,-0.029762,0.007359999999999999
11,1524942954.032098,1524942954.032098,0.000271,-0.035077,0.008407
12,1524942954.0418491,1524942954.0418491,-0.001846,-0.038286,0.009447
13,1524942954.051508,1524942954.051508,-0.002928,-0.042545,0.014769
14,1524942954.0617461,1524942954.0617461,-0.002863,-0.054235000000000005,0.020066999999999998
15,1524942954.071805,1524942954.071805,0.000388,-0.057395,0.019007
16,1524942954.081921,1524942954.081921,0.004698,-0.061605999999999994,0.020089
17,1524942954.091639,1524942954.091639,0.005754,-0.067969,0.027556999999999998
18,1524942954.101681,1524942954.101681,0.01001,-0.062615,0.024401
19,1524942954.111536,1524942954.111536,0.017532,-0.049799,0.008467
20,1524942954.1216981,1524942954.1216981,0.018548,-0.037037,0.001042
21,1524942954.131952,1524942954.131952,0.026182,-0.022104,-0.027717000000000002
22,1524942954.141771,1524942954.141771,0.016654,-0.045573,-0.013983
23,1524942954.151297,1524942954.151297,0.016905,-0.070025,-0.014087
24,1524942954.161512,1524942954.161512,0.023344,-0.06677899999999999,-0.019374000000000002
25,1524942954.1715212,1524942954.1715212,0.023301,-0.058276999999999995,-0.023615999999999998
26,1524942954.181526,1524942954.181526,0.025221,-0.039119,-0.02138
27,1524942954.191511,1524942954.191511,0.022984,-0.029570999999999997,-0.021355000000000002
28,1524942954.201534,1524942954.201534,0.022973,-0.026382999999999997,-0.023481000000000002
29,1524942954.211462,1524942954.211462,0.024184999999999998,-0.037007,-0.026726999999999997
30,1524942954.2215211,1524942954.2215211,0.021021,-0.04129,-0.026768
31,1524942954.23145,1524942954.23145,0.017802000000000002,-0.042381999999999996,-0.024657
32,1524942954.2414901,1524942954.2414901,0.013557,-0.049861,-0.020441
33,1524942954.251394,1524942954.251394,0.013502000000000002,-0.046669999999999996,-0.018288
34,1524942954.261479,1524942954.261479,0.010184,-0.040318,-0.014006000000000001
35,1524942954.271242,1524942954.271242,0.008001000000000001,-0.038211,-0.011874
36,1524942954.281384,1524942954.281384,0.006843999999999999,-0.03184,-0.009715000000000001
37,1524942954.2915199,1524942954.2915199,0.005764,-0.029725,-0.010783
38,1524942954.301377,1524942954.301377,0.005675,-0.026532,-0.005422
39,1524942954.3113132,1524942954.3113132,0.004516,-0.026535000000000003,0.0031260000000000003
40,1524942954.321385,1524942954.321385,0.0033909999999999995,-0.028666000000000004,0.010596
41,1524942954.3313231,1524942954.3313231,0.00435,-0.021212,0.013844
42,1524942954.341333,1524942954.341333,0.005386999999999999,-0.014825,0.01067
43,1524942954.351334,1524942954.351334,0.0064459999999999995,-0.013752,0.010683
44,1524942954.361298,1524942954.361298,0.005299,-0.008445000000000001,0.012837000000000001
45,1524942954.371295,1524942954.371295,0.007416,-0.007361,0.013926
46,1524942954.3812132,1524942954.3812132,0.009531999999999999,-0.007339,0.016081
47,1524942954.391273,1524942954.391273,0.006379,-0.012685,0.016035
48,1524942954.401207,1524942954.401207,0.006412,-0.01375,0.013890999999999999
49,1524942954.4111779,1524942954.4111779,0.005343,-0.012697,0.012819
50,1524942954.421247,1524942954.421247,0.006478,-0.016941,0.010669
51,1524942954.431167,1524942954.431167,0.005398,-0.014825999999999999,0.009601
52,1524942954.4412382,1524942954.4412382,0.0022789999999999998,-0.019112,0.005282
53,1524942954.451457,1524942954.451457,0.002314,-0.014865,-0.002187
54,1524942954.461117,1524942954.461117,0.004497,-0.014847999999999998,-0.00645
55,1524942954.471097,1524942954.471097,0.004705,-0.032923,-0.008666
56,1524942954.4810722,1524942954.4810722,0.004728,-0.0308,-0.012934999999999999
57,1524942954.491145,1524942954.491145,0.010020999999999999,-0.017997,-0.020328
58,1524942954.5010529,1524942954.5010529,0.015336,-0.010508,-0.024536000000000002
59,1524942954.511032,1524942954.511032,0.017564,-0.009432,-0.034142
60,1524942954.521093,1524942954.521093,0.025107,-0.000866,-0.047956
61,1524942954.530975,1524942954.530975,0.039064,0.002448,-0.056398000000000004
62,1524942954.541003,1524942954.541003,0.048818,-0.011281,-0.05531799999999999
63,1524942954.551293,1524942954.551293,0.059511,-0.012242,-0.054175
