,Time,TimeRedundant,X,Y,Z
0,1525657255.502567,1525657255.502567,-0.030106,0.995972,0.020782
1,1525657255.512342,1525657255.512342,-0.036453,0.9939120000000001,0.017136000000000002
2,1525657255.522191,1525657255.522191,-0.041397,0.996445,0.018966999999999998
3,1525657255.533683,1525657255.533683,-0.042862,0.9893799999999999,0.021759
4,1525657255.542178,1525657255.542178,-0.041931,0.983093,0.030913999999999997
5,1525657255.552577,1525657255.552577,-0.034302,0.9821469999999999,0.043289
6,1525657255.562148,1525657255.562148,-0.021484,0.9965209999999999,0.047729
7,1525657255.572782,1525657255.572782,-0.015198,1.0077209999999999,0.045745999999999995
8,1525657255.582076,1525657255.582076,-0.020996,1.000076,0.040527
9,1525657255.592251,1525657255.592251,-0.031097000000000003,0.998352,0.034775
10,1525657255.6024358,1525657255.6024358,-0.032486,1.003433,0.034866
11,1525657255.6121368,1525657255.6121368,-0.027435,1.0021360000000001,0.031235000000000002
12,1525657255.623801,1525657255.623801,-0.025802999999999996,0.9974209999999999,0.024384
13,1525657255.63206,1525657255.63206,-0.029892000000000002,0.9954219999999999,0.019211000000000002
14,1525657255.641848,1525657255.641848,-0.030608999999999997,0.9973139999999999,0.020888999999999998
15,1525657255.654556,1525657255.654556,-0.02652,0.9998020000000001,0.027725
16,1525657255.663417,1525657255.663417,-0.024338,0.99826,0.03215
17,1525657255.671991,1525657255.671991,-0.020859,0.997757,0.036316
18,1525657255.681873,1525657255.681873,-0.015015,0.9969790000000001,0.039978
19,1525657255.6918962,1525657255.6918962,-0.017151,0.9903559999999999,0.041199
20,1525657255.701778,1525657255.701778,-0.026489,0.984024,0.037277
21,1525657255.711791,1525657255.711791,-0.027847000000000004,0.9874879999999999,0.037308
22,1525657255.721733,1525657255.721733,-0.027069,0.9977719999999999,0.037064
23,1525657255.731849,1525657255.731849,-0.027083999999999997,1.005615,0.039458999999999994
24,1525657255.741689,1525657255.741689,-0.020691,1.008133,0.038803
25,1525657255.751846,1525657255.751846,-0.017563,1.00766,0.031174
26,1525657255.7616131,1525657255.7616131,-0.013350999999999998,1.005005,0.023911
27,1525657255.771777,1525657255.771777,-0.007706,1.003586,0.023407
28,1525657255.781758,1525657255.781758,-0.005142,0.9969180000000001,0.025558
29,1525657255.791822,1525657255.791822,-0.005234,0.987152,0.025939999999999998
30,1525657255.8014882,1525657255.8014882,-0.002258,0.9830780000000001,0.030655
31,1525657255.811872,1525657255.811872,-0.004196,0.979507,0.034789999999999995
32,1525657255.8218892,1525657255.8218892,-0.012161,0.9786219999999999,0.040436
33,1525657255.8318481,1525657255.8318481,-0.016846,0.9838100000000001,0.045853
34,1525657255.844066,1525657255.844066,-0.020493,0.9887540000000001,0.051361000000000004
35,1525657255.8519142,1525657255.8519142,-0.021957,0.996094,0.054672000000000005
36,1525657255.8617911,1525657255.8617911,-0.023056,1.000275,0.054688
37,1525657255.872217,1525657255.872217,-0.014084000000000001,1.008224,0.058868
38,1525657255.882907,1525657255.882907,-0.001923,1.011017,0.061478
39,1525657255.892447,1525657255.892447,0.002487,1.000793,0.057175
40,1525657255.901718,1525657255.901718,0.002502,0.994659,0.054778999999999994
41,1525657255.912223,1525657255.912223,-0.006668,0.997391,0.046234
42,1525657255.923855,1525657255.923855,-0.021759,1.00296,0.037659
43,1525657255.937855,1525657255.937855,-0.029037,1.005188,0.042328
44,1525657255.941604,1525657255.941604,-0.028107,1.001862,0.051819000000000004
45,1525657255.951514,1525657255.951514,-0.026505,0.9986879999999999,0.056198000000000005
46,1525657255.961492,1525657255.961492,-0.021667,0.997452,0.055649000000000004
47,1525657255.975594,1525657255.975594,-0.012237999999999999,0.989914,0.049591
48,1525657255.981522,1525657255.981522,-0.0023350000000000003,0.981247,0.0336
49,1525657255.991771,1525657255.991771,0.007935,0.982468,0.027863
50,1525657256.001484,1525657256.001484,0.020493,0.9891200000000001,0.030853
51,1525657256.015321,1525657256.015321,0.024322999999999997,0.983917,0.034698
52,1525657256.026498,1525657256.026498,0.016617,0.974091,0.035919
53,1525657256.031626,1525657256.031626,-0.001526,0.974152,0.021774
54,1525657256.041415,1525657256.041415,-0.017746,0.980301,0.005722
55,1525657256.053571,1525657256.053571,-0.031906,0.9834290000000001,0.011398
56,1525657256.0652869,1525657256.0652869,-0.041931,0.991776,0.027358999999999998
57,1525657256.071422,1525657256.071422,-0.043442,1.0133969999999999,0.043732
58,1525657256.081542,1525657256.081542,-0.034973000000000004,1.040527,0.056701999999999995
59,1525657256.091759,1525657256.091759,-0.031814999999999996,1.0481260000000001,0.066071
60,1525657256.102343,1525657256.102343,-0.026184,1.086334,0.099121
61,1525657256.113484,1525657256.113484,-0.034575999999999996,1.046692,0.108109
62,1525657256.121312,1525657256.121312,-0.010406,0.959412,0.02449
63,1525657256.1314,1525657256.1314,0.025925,0.945526,-0.010651
64,1525657256.141156,1525657256.141156,-0.006958,0.960342,0.007492
65,1525657256.151242,1525657256.151242,-0.034714,0.9894870000000001,0.034210000000000004
66,1525657256.161284,1525657256.161284,-0.048447000000000004,1.012329,0.059265
67,1525657256.1712,1525657256.1712,-0.053818,1.019531,0.068634
68,1525657256.181426,1525657256.181426,-0.072266,1.006332,0.059235
69,1525657256.191236,1525657256.191236,-0.087524,0.991333,0.05215499999999999
70,1525657256.201034,1525657256.201034,-0.07724,0.985458,0.059387
71,1525657256.21125,1525657256.21125,-0.042725,0.9805299999999999,0.08934
72,1525657256.220989,1525657256.220989,-0.012161,1.004608,0.083328
73,1525657256.231293,1525657256.231293,0.02475,1.000992,0.077774
74,1525657256.2410688,1525657256.2410688,0.05455,0.9688260000000001,0.056641
75,1525657256.250907,1525657256.250907,0.055817,0.9564360000000001,0.050658999999999996
76,1525657256.26104,1525657256.26104,0.032806,0.964569,0.029205000000000002
77,1525657256.271572,1525657256.271572,0.014297,0.9922639999999999,0.008484
78,1525657256.281214,1525657256.281214,0.003754,1.0115809999999998,-0.000122
79,1525657256.291165,1525657256.291165,-0.004547,1.013412,-0.000153
80,1525657256.300827,1525657256.300827,-0.015563999999999998,1.000549,0.009048
81,1525657256.311044,1525657256.311044,-0.025009,0.9806520000000001,0.027832
82,1525657256.320784,1525657256.320784,-0.032593000000000004,0.97319,0.045944
83,1525657256.331076,1525657256.331076,-0.046294999999999996,0.982208,0.069839
84,1525657256.3408759,1525657256.3408759,-0.059937,1.003265,0.121994
85,1525657256.350963,1525657256.350963,-0.059204,1.028275,0.18498199999999998
86,1525657256.360836,1525657256.360836,-0.055267,1.022781,0.226135
87,1525657256.370919,1525657256.370919,-0.052016999999999994,0.9805149999999999,0.257019
88,1525657256.381072,1525657256.381072,-0.053528,0.942566,0.283066
89,1525657256.390949,1525657256.390949,-0.067459,0.937775,0.281647
90,1525657256.400754,1525657256.400754,-0.090836,0.9595030000000001,0.260178
91,1525657256.410569,1525657256.410569,-0.10803199999999999,0.986237,0.220886
92,1525657256.420708,1525657256.420708,-0.111679,1.0010379999999999,0.16755699999999998
93,1525657256.4310699,1525657256.4310699,-0.102783,1.0013729999999998,0.12200899999999999
94,1525657256.4407449,1525657256.4407449,-0.084213,0.990341,0.099503
95,1525657256.450615,1525657256.450615,-0.065704,0.982101,0.096497
96,1525657256.460624,1525657256.460624,-0.064743,0.980957,0.104691
97,1525657256.470707,1525657256.470707,-0.084564,0.983994,0.122772
98,1525657256.4805892,1525657256.4805892,-0.11923199999999999,0.9902040000000001,0.139755
99,1525657256.490737,1525657256.490737,-0.15756199999999998,0.988297,0.151001
100,1525657256.500545,1525657256.500545,-0.18782000000000001,0.97551,0.1492
101,1525657256.510622,1525657256.510622,-0.20488,0.9680629999999999,0.13630699999999998
102,1525657256.520501,1525657256.520501,-0.20977800000000002,0.964676,0.14288299999999998
103,1525657256.530584,1525657256.530584,-0.192581,0.962051,0.166824
104,1525657256.540713,1525657256.540713,-0.156326,0.971649,0.185532
105,1525657256.550349,1525657256.550349,-0.110855,0.981567,0.191467
106,1525657256.560199,1525657256.560199,-0.070435,0.986557,0.183594
107,1525657256.570342,1525657256.570342,-0.038574000000000004,0.9870760000000001,0.178177
108,1525657256.581251,1525657256.581251,-0.020752,0.9841770000000001,0.181793
109,1525657256.59051,1525657256.59051,-0.018036,0.9816590000000001,0.19306900000000002
110,1525657256.601051,1525657256.601051,-0.028625,0.9843139999999999,0.188995
111,1525657256.610352,1525657256.610352,-0.045058999999999995,0.988266,0.188568
112,1525657256.62066,1525657256.62066,-0.057724,0.982819,0.202576
113,1525657256.6304052,1525657256.6304052,-0.06791699999999999,0.977432,0.211227
114,1525657256.641795,1525657256.641795,-0.082428,0.976425,0.21696500000000002
115,1525657256.650366,1525657256.650366,-0.09628300000000001,0.9747309999999999,0.234833
116,1525657256.6604009,1525657256.6604009,-0.102173,0.97525,0.22728
117,1525657256.670291,1525657256.670291,-0.100739,0.97316,0.198547
118,1525657256.680162,1525657256.680162,-0.102127,0.973938,0.175705
119,1525657256.690331,1525657256.690331,-0.110748,0.9725799999999999,0.174515
120,1525657256.699944,1525657256.699944,-0.129761,0.964417,0.18344100000000002
121,1525657256.7102132,1525657256.7102132,-0.15298499999999998,0.961548,0.184845
122,1525657256.719907,1525657256.719907,-0.168747,0.9761350000000001,0.19280999999999998
123,1525657256.7308528,1525657256.7308528,-0.167068,0.988907,0.203873
124,1525657256.7399108,1525657256.7399108,-0.145859,0.9904790000000001,0.21402
125,1525657256.750307,1525657256.750307,-0.10934400000000001,0.980484,0.222519
126,1525657256.759827,1525657256.759827,-0.063354,0.9644469999999999,0.229019
127,1525657256.769968,1525657256.769968,-0.035552999999999994,0.9622959999999999,0.215912
128,1525657256.7798278,1525657256.7798278,-0.039245999999999996,0.965225,0.199738
129,1525657256.7901561,1525657256.7901561,-0.06427000000000001,0.967865,0.196304
130,1525657256.7999241,1525657256.7999241,-0.093872,0.975159,0.1922
131,1525657256.810009,1525657256.810009,-0.11683699999999998,0.985489,0.193253
132,1525657256.819834,1525657256.819834,-0.130814,0.980377,0.20944200000000002
133,1525657256.8297698,1525657256.8297698,-0.126892,0.9619139999999999,0.230652
