1525657255.498284	1525657255.498284	60.869781	64.762634	-353.348633
1525657255.517881	1525657255.517881	60.871323	65.137421	-353.200714
1525657255.517946	1525657255.517946	61.169785	64.763535	-353.347748
1525657255.537543	1525657255.537543	61.171371	65.063889	-353.574402
1525657255.537609	1525657255.537609	61.171432	65.212967	-352.975220
1525657255.557788	1525657255.557788	61.169678	64.688873	-353.572357
1525657255.557855	1525657255.557855	61.546509	65.214203	-353.049072
1525657255.576761	1525657255.576761	61.093887	64.612961	-353.122131
1525657255.576826	1525657255.576826	61.246216	65.063889	-353.424164
1525657255.596626	1525657255.596626	61.320084	64.913422	-352.973114
1525657255.596691	1525657255.596691	61.469971	64.839203	-353.197266
1525657255.616189	1525657255.616189	61.620850	65.064438	-353.048035
1525657255.616229	1525657255.616229	61.393295	64.463974	-353.195435
1525657255.638209	1525657255.638209	61.395584	64.988876	-353.123291
1525657255.638252	1525657255.638252	61.619522	64.838974	-352.746796
1525657255.655964	1525657255.655964	61.319977	64.838760	-353.197723
1525657255.656034	1525657255.656034	61.395538	65.063309	-352.748718
1525657255.675120	1525657255.675120	61.618744	64.614304	-352.970581
1525657255.675170	1525657255.675170	61.545761	65.064102	-352.973267
1525657255.694741	1525657255.694741	61.770691	65.064667	-352.897583
1525657255.694770	1525657255.694770	61.619980	64.839661	-353.196808
1525657255.714521	1525657255.714521	61.770386	65.064209	-352.597595
1525657255.714565	1525657255.714565	61.843735	64.614990	-352.969910
1525657255.734187	1525657255.734187	61.996292	65.215225	-352.822754
1525657255.734224	1525657255.734224	61.545425	64.989090	-352.972870
1525657255.753885	1525657255.753885	61.396179	65.138763	-353.049103
1525657255.753933	1525657255.753933	61.696060	65.213974	-352.598663
1525657255.773628	1525657255.773628	61.393814	64.613754	-353.046234
1525657255.773675	1525657255.773675	61.845612	65.064774	-352.822388
1525657255.793351	1525657255.793351	61.693588	64.614319	-352.820374
1525657255.793416	1525657255.793416	61.695770	65.064545	-352.972839
1525657255.813354	1525657255.813354	61.845993	65.214325	-352.523193
1525657255.813471	1525657255.813471	61.844070	64.689987	-352.970337
1525657255.832918	1525657255.832918	61.995316	65.064774	-352.521912
1525657255.833039	1525657255.833039	61.542603	64.463409	-352.519958
1525657255.852668	1525657255.852668	61.621552	65.289001	-352.749268
1525657255.852781	1525657255.852781	61.844254	64.913757	-352.146545
1525657255.872355	1525657255.872355	61.618851	64.688980	-352.746002
1525657255.872439	1525657255.872439	61.619858	65.062973	-352.073059
1525657255.892578	1525657255.892578	61.693283	64.613861	-352.520355
1525657255.892769	1525657255.892769	61.770767	65.213760	-352.298401
1525657255.912368	1525657255.912368	61.918167	64.688858	-352.070099
1525657255.912440	1525657255.912440	62.068481	64.689758	-352.369659
1525657255.937032	1525657255.937032	61.919556	65.063431	-351.772156
1525657255.937775	1525657255.937775	61.616898	64.388077	-352.144348
1525657255.951035	1525657255.951035	61.994186	64.914093	-352.071106
1525657255.951258	1525657255.951258	61.993362	64.763855	-351.920258
1525657255.975398	1525657255.975398	61.770874	65.288437	-352.073853
1525657255.975519	1525657255.975519	61.920090	65.213196	-351.622986
1525657255.990535	1525657255.990535	61.994644	65.063766	-351.846924
1525657255.990649	1525657255.990649	61.769333	65.062637	-351.547577
1525657256.014015	1525657256.014015	61.767380	64.612732	-351.620117
1525657256.014682	1525657256.014682	61.993317	64.838303	-351.545685
1525657256.030069	1525657256.030069	61.842682	64.762405	-351.245728
1525657256.030185	1525657256.030185	62.143402	64.838852	-351.620239
1525657256.053380	1525657256.053380	62.144379	65.138306	-351.246887
1525657256.053497	1525657256.053497	61.916397	64.462738	-351.318878
1525657256.069981	1525657256.069981	62.369156	65.138641	-351.021210
1525657256.070094	1525657256.070094	62.442902	64.913528	-350.794739
1525657256.091615	1525657256.091615	62.217941	64.838409	-351.170013
1525657256.091690	1525657256.091690	62.368958	65.212845	-350.496643
1525657256.108637	1525657256.108637	62.143585	65.062637	-350.796478
1525657256.108878	1525657256.108878	62.145050	65.437302	-350.573547
1525657256.128280	1525657256.128280	61.992523	64.911621	-350.421082
1525657256.128399	1525657256.128399	61.843170	64.986618	-350.721954
1525657256.148165	1525657256.148165	61.993057	65.061386	-350.271912
1525657256.148550	1525657256.148550	61.992111	64.836487	-350.345703
1525657256.167650	1525657256.167650	61.994507	65.436066	-350.048981
1525657256.167769	1525657256.167769	61.692596	65.059814	-349.822815
1525657256.187197	1525657256.187197	61.618530	65.284485	-349.749237
1525657256.187314	1525657256.187314	61.468903	65.433594	-349.450531
1525657256.207009	1525657256.207009	61.918198	65.210373	-349.747955
1525657256.207127	1525657256.207127	61.842850	65.284149	-349.073578
1525657256.226692	1525657256.226692	61.841995	65.059372	-349.222351
1525657256.226809	1525657256.226809	61.693832	65.434143	-349.374847
1525657256.246372	1525657256.246372	61.617401	65.282791	-348.624237
1525657256.246491	1525657256.246491	61.617218	65.208008	-348.773834
1525657256.266039	1525657256.266039	61.768188	65.507904	-348.400024
1525657256.266155	1525657256.266155	61.167160	65.281113	-348.400574
1525657256.285755	1525657256.285755	61.469528	65.807022	-348.402557
1525657256.285829	1525657256.285829	61.467697	65.431778	-348.250519
1525657256.305439	1525657256.305439	61.168701	65.655884	-348.252655
1525657256.305510	1525657256.305510	61.018784	65.804535	-347.653900
1525657256.325292	1525657256.325292	60.791565	65.279083	-347.801697
1525657256.325364	1525657256.325364	60.944305	65.954102	-347.504974
1525657256.345223	1525657256.345223	60.642456	65.577957	-347.353821
1525657256.345293	1525657256.345293	60.266022	65.276718	-347.278259
