,Unnamed: 0,Time,TimeRedundant,X,Y,Z
0,0,1525629205.452723,1525629205.452723,0.007606999999999998,0.013819,0.008422
1,1,1525629205.4539142,1525629205.4539142,0.006687,0.036202,0.015885
2,2,1525629205.463783,1525629205.463783,0.002396,0.021298,0.017001
3,3,1525629205.473901,1525629205.473901,0.006431999999999999,-0.019215,0.006307
4,4,1525629205.483859,1525629205.483859,0.01153,-0.045875,-0.007593000000000002
5,5,1525629205.493958,1525629205.493958,0.01355,-0.059737,-0.014004
6,6,1525629205.503813,1525629205.503813,0.012539,-0.053339,-0.010799
7,7,1525629205.513766,1525629205.513766,0.007305,-0.034134,-0.006476999999999999
8,8,1525629205.523912,1525629205.523912,0.000998,-0.017056,-0.002141
9,9,1525629205.5352619,1525629205.5352619,0.001014,-0.010661,-0.002141
10,10,1525629205.543881,1525629205.543881,-3.4e-05,-0.008526,-0.001064
11,11,1525629205.553853,1525629205.553853,0.0053,-0.008548,-0.001129
12,12,1525629205.563671,1525629205.563671,0.009549,-0.005368,-0.00331
13,13,1525629205.5743039,1525629205.5743039,0.010596,0.00209,-0.006516
14,14,1525629205.583966,1525629205.583966,0.010489,0.0010279999999999998,-0.015029
15,15,1525629205.5937119,1525629205.5937119,0.009317,-0.014952000000000003,-0.020337
16,16,1525629205.6037786,1525629205.6037786,0.012443,-0.028819,-0.023569
17,17,1525629205.6136858,1525629205.6136858,0.008158,-0.025603,-0.025645
18,18,1525629205.626064,1525629205.626064,0.002876,-0.009594,-0.024516
19,19,1525629205.633898,1525629205.633898,0.003031,0.005323,-0.014938
20,20,1525629205.643569,1525629205.643569,0.004281,0.005311,-5.2e-05
21,21,1525629205.653574,1525629205.653574,0.001088,-0.002137,0.002115
22,22,1525629205.663558,1525629205.663558,-0.002058,-0.006389,0.007475
23,23,1525629205.673501,1525629205.673501,-0.006279,-0.003176,0.01072
24,24,1525629205.6840339,1525629205.6840339,-0.0064150000000000006,-0.010631,0.001142
25,25,1525629205.69375,1525629205.69375,-0.008617,-0.017015,-0.003088
26,26,1525629205.707009,1525629205.707009,-0.004478,-0.026621,-0.011654
27,27,1525629205.718916,1525629205.718916,-0.005681,-0.039402,-0.020155000000000003
28,28,1525629205.7236679,1525629205.7236679,-0.002569,-0.049005,-0.025515
29,29,1525629205.73368,1525629205.73368,-0.004748,-0.056455,-0.027617000000000003
30,30,1525629205.7457151,1525629205.7457151,-0.00571,-0.045796,-0.021219
31,31,1525629205.760479,1525629205.760479,-0.008703,-0.020209,-0.009473
32,32,1525629205.768575,1525629205.768575,-0.011796,-0.013804,-0.001985
33,33,1525629205.78317,1525629205.78317,-0.013988,-0.021254,-0.005151
34,34,1525629205.785276,1525629205.785276,-0.017415,-0.059604,-0.015754
35,35,1525629205.7932286,1525629205.7932286,-0.02817,-0.062753,-0.022009
36,36,1525629205.803271,1525629205.803271,-0.048434,-0.044547,-0.024954
37,37,1525629205.81318,1525629205.81318,-0.063321,0.001348,-0.030092
38,38,1525629205.823216,1525629205.823216,-0.063168,0.088746,-0.035413
39,39,1525629205.833104,1525629205.833104,-0.050214,0.14411300000000002,-0.034505
40,40,1525629205.843067,1525629205.843067,-0.038681,0.167521,-0.055933
41,41,1525629205.853081,1525629205.853081,-0.037087,0.176062,-0.101719
42,42,1525629205.8630302,1525629205.8630302,-0.037573,0.159027,-0.137902
43,43,1525629205.873038,1525629205.873038,0.019593,0.142812,-0.171597
44,44,1525629205.883019,1525629205.883019,0.186914,0.154899,-0.190673
45,45,1525629205.892956,1525629205.892956,0.17010899999999998,0.251997,-0.275613
46,46,1525629205.902789,1525629205.902789,0.045569,0.335695,-0.354979
47,47,1525629205.912888,1525629205.912888,-0.053755,0.314802,-0.358022
48,48,1525629205.922866,1525629205.922866,-0.09906,0.177472,-0.282967
49,49,1525629205.9329472,1525629205.9329472,0.102912,0.811882,-0.387596
50,50,1525629205.942935,1525629205.942935,0.197564,0.407591,-0.504781
51,51,1525629205.952863,1525629205.952863,0.108183,0.007220999999999998,-0.489864
52,52,1525629205.9629688,1525629205.9629688,0.016145,0.171693,-0.371653
53,53,1525629205.973178,1525629205.973178,-0.026445,0.276252,-0.211475
54,54,1525629205.9830608,1525629205.9830608,-0.018731,0.17490999999999998,-0.08385
55,55,1525629205.99314,1525629205.99314,0.003048,-0.076753,0.003153
56,56,1525629206.002931,1525629206.002931,0.03835,-0.30501,0.05699700000000001
57,57,1525629206.012864,1525629206.012864,0.07684400000000001,-0.343549,0.071426
58,58,1525629206.022774,1525629206.022774,0.147374,-0.145594,0.039703
59,59,1525629206.033087,1525629206.033087,0.161863,0.009983,-0.028589
60,60,1525629206.043023,1525629206.043023,0.093661,0.036956,-0.113967
61,61,1525629206.0530038,1525629206.0530038,0.025728,0.041535,-0.17274
62,62,1525629206.062864,1525629206.062864,-0.000125,0.077894,-0.200096
63,63,1525629206.0729651,1525629206.0729651,-0.001014,0.097078,-0.189441
64,64,1525629206.0829802,1525629206.0829802,0.011241,0.090611,-0.145952
65,65,1525629206.0929868,1525629206.0929868,0.01621,0.021281,-0.07470299999999999
66,66,1525629206.1028981,1525629206.1028981,0.010649,-0.07039400000000001,0.01264
67,67,1525629206.112858,1525629206.112858,0.009439,-0.092807,0.092481
68,68,1525629206.122884,1525629206.122884,0.010186,-0.065124,0.147819
69,69,1525629206.132998,1525629206.132998,-0.0033810000000000003,-0.022441,0.163952
70,70,1525629206.142812,1525629206.142812,-0.017399,0.022392,0.14283800000000002
71,71,1525629206.152796,1525629206.152796,-0.015717,0.060774,0.098115
72,72,1525629206.1627731,1525629206.1627731,-0.0024530000000000003,0.07459600000000001,0.0458
73,73,1525629206.172749,1525629206.172749,0.00022,0.072473,0.003193
74,74,1525629206.182699,1525629206.182699,-0.009558,0.085311,-0.013716999999999998
75,75,1525629206.192775,1525629206.192775,-0.011468,0.127948,-0.004113
76,76,1525629206.202654,1525629206.202654,-0.021592,0.168475,0.0322
77,77,1525629206.212798,1525629206.212798,-0.034755,0.189823,0.08557999999999999
78,78,1525629206.2227151,1525629206.2227151,-0.053214,0.200533,0.144345
79,79,1525629206.232794,1525629206.232794,-0.058997,0.202667,0.194441
80,80,1525629206.2426062,1525629206.2426062,-0.05755800000000001,0.179197,0.229547
81,81,1525629206.2526839,1525629206.2526839,-0.058614,0.131236,0.240202
82,82,1525629206.262566,1525629206.262566,-0.064182,0.100357,0.227497
83,83,1525629206.272491,1525629206.272491,-0.062341,0.103557,0.202994
84,84,1525629206.282581,1525629206.282581,-0.053968,0.142966,0.181605
85,85,1525629206.2924821,1525629206.2924821,-0.04331,0.20687600000000006,0.16764
86,86,1525629206.302461,1525629206.302461,-0.03885,0.283595,0.167588
87,87,1525629206.312461,1525629206.312461,-0.049241,0.363572,0.174104
88,88,1525629206.3225539,1525629206.3225539,-0.073572,0.38392,0.187174
89,89,1525629206.33235,1525629206.33235,-0.093648,0.346691,0.210835
90,90,1525629206.342429,1525629206.342429,-0.08276499999999999,0.29654,0.238373
91,91,1525629206.3520038,1525629206.3520038,-0.05805900000000001,0.228211,0.26574200000000003
92,92,1525629206.362087,1525629206.362087,-0.040931,0.141797,0.287882
93,93,1525629206.372091,1525629206.372091,-0.045244,0.060808,0.300704
94,94,1525629206.382138,1525629206.382138,-0.06018,0.008642,0.311529
95,95,1525629206.39202,1525629206.39202,-0.07188,-0.013693,0.319122
96,96,1525629206.401968,1525629206.401968,-0.061107,-0.008413,0.326441
97,97,1525629206.411966,1525629206.411966,-0.04605,0.008573,0.332643
98,98,1525629206.421937,1525629206.421937,-0.045966,0.016031,0.337964
99,99,1525629206.4319232,1525629206.4319232,-0.059784,0.052328,0.334942
100,100,1525629206.4418929,1525629206.4418929,-0.088412,0.138782,0.33210100000000004
101,101,1525629206.452176,1525629206.452176,-0.079683,0.164319,0.342639
102,102,1525629206.462146,1525629206.462146,-0.032562,0.141729,0.36122
103,103,1525629206.472141,1525629206.472141,-0.021763,0.147008,0.370668
104,104,1525629206.4821188,1525629206.4821188,-0.070667,0.184516,0.377653
105,105,1525629206.492095,1525629206.492095,-0.126966,0.219921,0.391115
106,106,1525629206.5020974,1525629206.5020974,-0.135233,0.207155,0.415696
107,107,1525629206.5119288,1525629206.5119288,-0.09767,0.113188,0.452486
108,108,1525629206.522002,1525629206.522002,-0.052765999999999987,8e-06,0.4828
109,109,1525629206.532047,1525629206.532047,-0.049589,-0.051168,0.491274
110,110,1525629206.542048,1525629206.542048,-0.099927,-0.040289,0.473796
111,111,1525629206.552048,1525629206.552048,-0.15551600000000002,0.003654,0.456384
112,112,1525629206.561945,1525629206.561945,-0.154346,0.039886000000000005,0.457435
113,113,1525629206.571939,1525629206.571939,-0.10941,0.033295,0.468593
114,114,1525629206.581865,1525629206.581865,-0.094387,0.000185,0.482245
115,115,1525629206.591884,1525629206.591884,-0.133898,-0.025228,0.4848560000000001
116,116,1525629206.6020188,1525629206.6020188,-0.176607,-0.028243,0.483249
117,117,1525629206.611845,1525629206.611845,-0.1765,-0.027182,0.491763
118,118,1525629206.6218278,1525629206.6218278,-0.162416,-0.056029,0.5150060000000001
119,119,1525629206.6318018,1525629206.6318018,-0.148295,-0.101932,0.5446340000000001
120,120,1525629206.641777,1525629206.641777,-0.124607,-0.093513,0.5603100000000001
121,121,1525629206.651782,1525629206.651782,-0.117005,-0.008278,0.553833
122,122,1525629206.661736,1525629206.661736,-0.121192,0.086603,0.541115
123,123,1525629206.671586,1525629206.671586,-0.111673,0.152652,0.520778
124,124,1525629206.6817038,1525629206.6817038,-0.08403200000000001,0.191976,0.504475
125,125,1525629206.691674,1525629206.691674,-0.066002,0.248397,0.484034
126,126,1525629206.701988,1525629206.701988,-0.061865,0.289954,0.464826
127,127,1525629206.711638,1525629206.711638,-0.058855,0.29741,0.4477600000000001
128,128,1525629206.7216089,1525629206.7216089,-0.05793400000000001,0.291016,0.437105
129,129,1525629206.73179,1525629206.73179,-0.063307,0.301699,0.431849
130,130,1525629206.741567,1525629206.741567,-0.058972,0.302744,0.437118
131,131,1525629206.751632,1525629206.751632,-0.049253,0.308028,0.445514
132,132,1525629206.761501,1525629206.761501,-0.030060000000000007,0.29302399999999995,0.447407
133,133,1525629206.771483,1525629206.771483,-0.021747,0.246097,0.438789
134,134,1525629206.781678,1525629206.781678,-0.037131,0.218465,0.40811
135,135,1525629206.79144,1525629206.79144,-0.069533,0.216486,0.376576
136,136,1525629206.801524,1525629206.801524,-0.088962,0.194192,0.362976
137,137,1525629206.811397,1525629206.811397,-0.097477,0.134537,0.376915
138,138,1525629206.821378,1525629206.821378,-0.110061,0.059969000000000015,0.410062
139,139,1525629206.831518,1525629206.831518,-0.15035,-0.016614,0.44674
140,140,1525629206.845658,1525629206.845658,-0.186534,-0.11133,0.473789
141,141,1525629206.851354,1525629206.851354,-0.200549,-0.21679,0.483537
142,142,1525629206.861371,1525629206.861371,-0.21580700000000005,-0.27747,0.4698850000000001
143,143,1525629206.871334,1525629206.871334,-0.21705,-0.300908,0.46032
144,144,1525629206.882042,1525629206.882042,-0.214894,-0.28173200000000004,0.458165
145,145,1525629206.891231,1525629206.891231,-0.21577,-0.215649,0.460307
146,146,1525629206.901884,1525629206.901884,-0.193155,-0.126216,0.458969
147,147,1525629206.911196,1525629206.911196,-0.171699,-0.042105,0.451258
148,148,1525629206.921603,1525629206.921603,-0.202597,0.047561,0.436738
149,149,1525629206.93108,1525629206.93108,-0.257992,0.070177,0.439545
150,150,1525629206.941459,1525629206.941459,-0.283327,0.021243,0.471784
151,151,1525629206.951167,1525629206.951167,-0.276193,0.011592,0.533429
152,152,1525629206.963606,1525629206.963606,-0.278292,0.06592200000000001,0.612219
153,153,1525629206.971154,1525629206.971154,-0.29951500000000003,0.152308,0.691244
154,154,1525629206.98151,1525629206.98151,-0.305008,0.202395,0.755174
155,155,1525629206.990907,1525629206.990907,-0.317438,0.142744,0.797899
156,156,1525629207.001004,1525629207.001004,-0.348507,0.04908,0.806791
157,157,1525629207.010985,1525629207.010985,-0.351061,-0.004189,0.783405
158,158,1525629207.021041,1525629207.021041,-0.385667,-0.055188,0.756153
159,159,1525629207.030978,1525629207.030978,-0.457394,-0.143345,0.754899
160,160,1525629207.040917,1525629207.040917,-0.504842,-0.195393,0.8118890000000001
161,161,1525629207.051171,1525629207.051171,-0.480304,-0.207262,0.900994
162,162,1525629207.060872,1525629207.060872,-0.487949,-0.200866,0.9724
163,163,1525629207.070852,1525629207.070852,-0.561339,-0.173915,0.986071
164,164,1525629207.080837,1525629207.080837,-0.632061,-0.19279,0.965648
165,165,1525629207.090817,1525629207.090817,-0.6836869999999999,-0.23412600000000006,0.940734
166,166,1525629207.100796,1525629207.100796,-0.742337,-0.254131,0.947837
167,167,1525629207.111048,1525629207.111048,-0.8208620000000001,-0.361469,1.005205
168,168,1525629207.1207461,1525629207.1207461,-0.953288,-0.452609,1.10155
169,169,1525629207.130875,1525629207.130875,-1.094253,-0.23890300000000006,1.222489
170,170,1525629207.140705,1525629207.140705,-0.995452,-0.262835,1.366032
171,171,1525629207.150767,1525629207.150767,-0.944365,-0.306749,1.364342
172,172,1525629207.160665,1525629207.160665,-1.003365,0.039932,1.268217
173,173,1525629207.170666,1525629207.170666,-1.062337,0.094554,1.233816
174,174,1525629207.180625,1525629207.180625,-1.085685,0.039222,1.255388
175,175,1525629207.190741,1525629207.190741,-1.010642,-0.061305,1.304491
176,176,1525629207.2005868,1525629207.2005868,-0.969347,-0.172362,1.388067
177,177,1525629207.210701,1525629207.210701,-1.004535,-0.228745,1.488546
178,178,1525629207.220542,1525629207.220542,-1.032958,-0.223348,1.605973
179,179,1525629207.230694,1525629207.230694,-0.99274,-0.224651,1.753427
180,180,1525629207.2405019,1525629207.2405019,-0.946054,-0.256895,1.912509
181,181,1525629207.250484,1525629207.250484,-0.93787,-0.243138,2.0550330000000003
182,182,1525629207.260454,1525629207.260454,-0.894661,-0.16663499999999998,2.169458
183,183,1525629207.2704349,1525629207.2704349,-0.812289,-0.026332,2.245088
184,184,1525629207.280682,1525629207.280682,-0.808131,0.215576,2.273782
185,185,1525629207.290396,1525629207.290396,-0.901006,0.567682,2.285573
186,186,1525629207.30038,1525629207.30038,-0.998027,0.931526,2.304865
187,187,1525629207.310573,1525629207.310573,-1.081867,1.25906,2.362311
188,188,1525629207.3205981,1525629207.3205981,-1.171553,1.469349,2.489009
189,189,1525629207.330312,1525629207.330312,-1.20232,1.488581,2.67352
190,190,1525629207.340287,1525629207.340287,-1.026246,1.372676,2.7852490000000003
191,191,1525629207.350275,1525629207.350275,-0.598002,1.119406,2.605448
192,192,1525629207.360258,1525629207.360258,-0.144018,0.6135970000000001,2.0528
193,193,1525629207.370511,1525629207.370511,0.129727,0.042582,1.25968
194,194,1525629207.380347,1525629207.380347,0.173758,-0.396339,0.415091
195,195,1525629207.3901849,1525629207.3901849,0.022743,-0.683159,-0.268517
196,196,1525629207.4001696,1525629207.4001696,-0.2064,-0.932488,-0.630797
197,197,1525629207.410158,1525629207.410158,-0.352033,-1.1738110000000002,-0.6237020000000001
198,198,1525629207.420126,1525629207.420126,-0.349812,-1.289059,-0.332098
199,199,1525629207.430109,1525629207.430109,-0.250467,-1.3066950000000002,0.028568
200,200,1525629207.439967,1525629207.439967,-0.09978,-1.31595,0.223631
201,201,1525629207.450069,1525629207.450069,0.113198,-1.35837,0.110332
202,202,1525629207.460182,1525629207.460182,0.381716,-1.417927,-0.34317800000000004
203,203,1525629207.4700902,1525629207.4700902,0.653628,-1.463532,-1.044725
204,204,1525629207.48014,1525629207.48014,0.8787889999999999,-1.457743,-1.827654
205,205,1525629207.4899821,1525629207.4899821,1.042566,-1.369676,-2.499136
206,206,1525629207.499927,1525629207.499927,1.181607,-1.229384,-2.936155
207,207,1525629207.5101118,1525629207.5101118,1.307751,-1.020933,-3.133534
208,208,1525629207.52005,1525629207.52005,1.409373,-0.787941,-3.160314
209,209,1525629207.529897,1525629207.529897,1.4841540000000002,-0.5772510000000001,-3.109069
210,210,1525629207.539864,1525629207.539864,1.572624,-0.391129,-3.067571
211,211,1525629207.549824,1525629207.549824,1.691084,-0.266923,-3.091368
212,212,1525629207.559834,1525629207.559834,1.805051,-0.241779,-3.200261
213,213,1525629207.5704448,1525629207.5704448,1.892396,-0.357184,-3.363116
214,214,1525629207.579937,1525629207.579937,1.970778,-0.5812579999999999,-3.538636
215,215,1525629207.590214,1525629207.590214,2.033567,-0.813808,-3.678842
216,216,1525629207.599675,1525629207.599675,2.061095,-0.92793,-3.760074
217,217,1525629207.610287,1525629207.610287,2.05459,-0.8650100000000001,-3.781279
218,218,1525629207.619737,1525629207.619737,2.028816,-0.667741,-3.747963
219,219,1525629207.6300821,1525629207.6300821,2.014164,-0.424702,-3.687108
220,220,1525629207.639837,1525629207.639837,2.0303880000000003,-0.186055,-3.630888
221,221,1525629207.64984,1525629207.64984,2.06308,0.0045780000000000005,-3.614252
222,222,1525629207.659799,1525629207.659799,2.099192,0.122746,-3.651943
223,223,1525629207.669678,1525629207.669678,2.113309,0.19733,-3.734069
224,224,1525629207.679615,1525629207.679615,2.0868290000000003,0.269956,-3.819956
225,225,1525629207.689501,1525629207.689501,2.013861,0.363015,-3.872278
226,226,1525629207.6995769,1525629207.6995769,1.907721,0.4828270000000001,-3.850754
227,227,1525629207.7095509,1525629207.7095509,1.812305,0.6025520000000001,-3.737825
228,228,1525629207.719538,1525629207.719538,1.7528119999999998,0.690121,-3.560411
229,229,1525629207.729515,1525629207.729515,1.690232,0.703086,-3.358482
230,230,1525629207.739634,1525629207.739634,1.584718,0.654421,-3.164544
231,231,1525629207.7494721,1525629207.7494721,1.4213790000000002,0.587888,-2.983736
232,232,1525629207.7593234,1525629207.7593234,1.231521,0.551307,-2.796216
233,233,1525629207.7694259,1525629207.7694259,1.098635,0.524062,-2.576398
234,234,1525629207.779842,1525629207.779842,1.035452,0.367534,-2.30209
235,235,1525629207.789468,1525629207.789468,0.976878,0.050022,-1.967174
236,236,1525629207.7993698,1525629207.7993698,0.856176,-0.326948,-1.552738
237,237,1525629207.809345,1525629207.809345,0.666188,-0.654632,-1.055498
238,238,1525629207.8193119,1525629207.8193119,0.416419,-0.893631,-0.491533
239,239,1525629207.829299,1525629207.829299,0.133133,-0.982217,0.093069
240,240,1525629207.839281,1525629207.839281,-0.131107,-0.899267,0.629548
241,241,1525629207.8492632,1525629207.8492632,-0.336681,-0.7259260000000001,1.058876
242,242,1525629207.859278,1525629207.859278,-0.458538,-0.49532,1.342428
243,243,1525629207.869108,1525629207.869108,-0.475523,-0.244841,1.472495
244,244,1525629207.8791769,1525629207.8791769,-0.428088,-0.03188,1.4687290000000002
245,245,1525629207.8893108,1525629207.8893108,-0.370099,0.13631300000000002,1.3775540000000002
246,246,1525629207.8991618,1525629207.8991618,-0.338997,0.322747,1.2654219999999998
247,247,1525629207.909431,1525629207.909431,-0.339154,0.5839,1.199441
248,248,1525629207.91895,1525629207.91895,-0.380869,0.8792979999999999,1.218055
249,249,1525629207.929371,1525629207.929371,-0.447394,1.142795,1.308282
250,250,1525629207.939075,1525629207.939075,-0.508254,1.350829,1.436756
251,251,1525629207.949065,1525629207.949065,-0.561847,1.551378,1.55024
252,252,1525629207.959169,1525629207.959169,-0.202263,2.212843,1.4149459999999998
253,253,1525629207.969017,1525629207.969017,2.460459,4.896745,-0.485491
254,254,1525629207.979147,1525629207.979147,2.604938,5.345083,-3.413167
255,255,1525629207.9890099,1525629207.9890099,1.019283,4.00795,-3.666289
256,256,1525629208.007235,1525629208.007235,-0.469753,1.60804,-2.088863
257,257,1525629208.008961,1525629208.008961,-1.317284,-1.045482,0.427987
258,258,1525629208.01909,1525629208.01909,-0.925612,-1.828289,2.594465
259,259,1525629208.029862,1525629208.029862,0.177703,-0.772987,3.684742
260,260,1525629208.0390198,1525629208.0390198,0.7101890000000001,0.230847,3.74425
261,261,1525629208.048806,1525629208.048806,0.5880989999999999,-0.002805,3.059224
262,262,1525629208.0588071,1525629208.0588071,0.264537,-0.708597,1.877465
