Time,gX,gY,gZ,aX,aY,aZ,mX,mY,mZ
1524374952.38,0.010844,-0.022219,0.007469,-0.17012,-0.991364,-0.037903,185.661591,-73.130646,-67.55660999999999
1524374952.4,0.011856,-0.025392,0.016019,-0.164993,-0.991806,-0.03833,185.736099,-73.20620699999998,-67.332367
1524374952.42,0.005113,-0.038177,0.059769,-0.171982,-0.981842,-0.03157,186.036774,-73.05686999999998,-67.48536700000001
1524374952.44,0.007465999999999999,-0.028611,0.029879000000000006,-0.17819200000000002,-0.987274,-0.038467,186.036407,-73.20665,-67.635361
1524374952.46,0.015925,-0.009401,0.020396,-0.167725,-0.988892,-0.035675,185.811584,-73.131088,-67.558105
1524374952.49,0.014039,-0.0275,0.013887,-0.17036400000000002,-0.989899,-0.038635,185.811066,-73.281097,-67.558105
1524374952.51,0.009958,-0.048801,0.015903999999999998,-0.16183499999999998,-0.989334,-0.038788,185.736221,-73.28064,-67.707352
1524374952.53,-0.003296,-0.101034,0.004887,-0.151047,-0.979446,-0.051819,185.810272,-73.506088,-67.558105
1524374952.55,-0.008293,-0.138292,0.007898,-0.182831,-0.997849,-0.02951,185.96051,-73.50621,-67.784607
1524374952.57,0.027499000000000003,0.020556,0.111525,-0.177872,-0.876526,-0.007126,185.810837,-73.28143299999998,-67.333115
1524374952.59,0.017879,0.060748,-0.030627,-0.138031,-1.016724,-0.073181,184.836151,-73.12886,-67.09835799999999
1524374952.61,0.016232,-0.033857,0.014944,-0.192627,-0.981796,-0.018127,185.961487,-73.057098,-67.184616
1524374952.63,0.013687,-0.005165,0.025746,-0.162537,-0.991776,-0.03978,186.111069,-73.281998,-67.561111
1524374952.65,0.00845,-0.07755,-0.016319,-0.164719,-0.993027,-0.018356,185.811142,-73.280975,-67.63310200000001
1524374952.67,0.007856,-0.035013,-0.001165,-0.167999,-0.987442,-0.012543,185.810455,-73.431198,-67.48309300000001
1524374952.69,0.008452,-0.007348,0.017143000000000002,-0.157394,-0.990997,-0.042404,185.811356,-73.131424,-67.333115
1524374952.71,0.003411,-0.036104,0.015912,-0.17440799999999998,-0.987488,-0.028198,185.885132,-73.506546,-67.40884399999999
1524374952.73,0.005111999999999999,0.0021920000000000004,0.020369,-0.167007,-0.991577,-0.032027999999999994,185.96228,-72.981308,-67.709625
1524374952.75,0.002995,-0.001017,0.021409,-0.175522,-0.983093,-0.041595,185.961487,-73.057098,-67.184616
1524374952.77,0.00843,-0.003097,0.015022,-0.174515,-0.983582,-0.043777,185.660782,-73.281097,-67.25660699999999
1524374952.79,0.01488,0.000148,0.008664,-0.182053,-0.991226,-0.039474,184.987305,-73.052963,-67.999863
1524374952.81,0.017252,-0.007285,-0.006325,-0.194534,-0.987183,-0.039597,185.961777,-73.056656,-67.484604
1524374952.83,0.019767,-0.023227,-0.026699,-0.186783,-0.985657,-0.03537,185.886444,-73.131546,-67.40885899999999
1524374952.85,0.016759,-0.026459,-0.042778,-0.185043,-0.988327,-0.035843,185.961487,-73.057098,-67.184616
1524374952.87,0.011579,-0.03502,-0.05034,-0.172974,-0.988953,-0.024521,186.035843,-73.282104,-67.335358
1524374952.89,0.0008089999999999999,-0.031928,-0.046125,-0.160538,-0.987366,-0.025375,185.811066,-73.281097,-67.558105
1524374952.91,-0.00897,-0.026697,-0.036547,-0.165863,-0.985703,-0.030792,186.110992,-73.282104,-67.486099
1524374952.93,-0.01446,-0.020363,-0.029071,-0.172302,-0.991135,-0.038651,186.335999,-73.282776,-67.48835799999999
1524374952.94,-0.013521,-0.00547,-0.031139,-0.182953,-0.987808,-0.048492,186.261337,-73.20744300000001,-67.562607
1524374952.96,0.010281,-0.010579,-0.052383000000000006,-0.187973,-0.990784,-0.055618,186.036591,-73.13176,-67.560364
1524374952.98,0.034302,-0.031639,-0.079041,-0.184662,-0.974854,-0.06019600000000001,186.336304,-73.282333,-67.788361
1524374953.0,0.052944000000000005,-0.052748,-0.10253,-0.197662,-0.984528,-0.044983,186.260803,-73.357437,-67.562607
1524374953.02,0.081081,-0.049321,-0.13760999999999998,-0.190536,-0.983719,-0.050766000000000006,186.109833,-73.50766,-67.111099
1524374953.04,0.116672,-0.037323,-0.177947,-0.189438,-0.983459,-0.06170700000000001,186.259659,-73.582993,-67.18759200000001
1524374953.06,0.144143,-0.07536799999999999,-0.211073,-0.174316,-0.985519,-0.05986,186.110046,-73.507324,-67.336105
1524374953.08,0.153588,-0.136967,-0.235872,-0.16860999999999998,-0.988403,-0.043976,186.258484,-73.957764,-67.337585
1524374953.1,0.16901300000000002,-0.148544,-0.2679,-0.17009000000000002,-0.986725,-0.022308,186.483261,-73.958771,-67.114822
1524374953.12,0.177978,-0.159116,-0.296761,-0.161575,-0.995438,-0.035141000000000006,186.557495,-74.109329,-66.890564
1524374953.14,0.200917,-0.189746,-0.312773,-0.13253800000000002,-0.986603,-0.04361,186.706726,-74.334778,-66.892059
1524374953.16,0.225568,-0.179956,-0.32752800000000004,-0.152954,-0.990463,-0.04747,186.705811,-74.485336,-66.517059
1524374953.18,0.255344,-0.163726,-0.327243,-0.112305,-0.986908,-0.042191,186.85498,-74.63623,-66.218552
1524374953.2,0.270013,-0.222079,-0.343435,-0.117966,-1.003586,-0.023514,186.928818,-74.862015,-65.844284
1524374953.22,0.27528,-0.22521,-0.332715,-0.0979,-0.993393,0.005188,187.07782,-75.087784,-65.620773
1524374953.24,0.270021,-0.231641,-0.334919,-0.111572,-0.997696,0.031357,187.377594,-75.08901999999998,-65.39877299999999
1524374953.26,0.264828,-0.246575,-0.335021,-0.103394,-0.997849,0.020477,187.226456,-75.388687,-65.322266
1524374953.28,0.24206100000000005,-0.306344,-0.349349,-0.077774,-0.99028,0.013672,187.376205,-75.314926,-64.79875200000001
1524374953.3,0.216758,-0.346982,-0.344358,-0.064224,-0.995544,0.049118,187.374359,-75.69072,-64.27374300000001
1524374953.32,0.202707,-0.324793,-0.35185,-0.093597,-0.999237,0.039566,187.823074,-75.992386,-64.053223
1524374953.34,0.195854,-0.284453,-0.349586,-0.052277,-1.002258,0.010986,187.898071,-75.992599,-64.05396999999999
1524374953.36,0.198064,-0.419443,-0.326623,-0.019135,-1.016129,0.025909,187.746307,-76.367828,-63.602463
1524374953.39,0.17990699999999998,-0.534438,-0.318695,-0.051453,-1.009109,0.053131,188.045563,-76.519058,-63.380447
1524374953.41,0.17896099999999998,-0.469566,-0.291681,-0.022507,-0.993195,0.045883,188.269287,-76.67085300000002,-62.63269
1524374953.43,0.206845,-0.387421,-0.27722,-0.039505,-1.008499,0.030838,188.118271,-76.895737,-62.406174
1524374953.45,0.223947,-0.302184,-0.257475,-0.022079,-0.994888,0.030777,188.344025,-76.596863,-62.108429
1524374953.47,0.240381,-0.271166,-0.222995,0.008926,-0.995346,0.049118,188.417847,-76.822647,-61.734177
1524374953.49,0.244946,-0.217942,-0.20027,-0.014587,-1.009506,0.071518,188.641876,-76.97399899999998,-61.286407
1524374953.51,0.246267,-0.178556,-0.16051500000000002,-0.003296,-1.005737,0.083328,187.817062,-76.747437,-60.678162
1524374953.53,0.225568,-0.188282,-0.114713,0.032195999999999995,-1.006882,0.094391,188.716507,-76.974777,-60.91215500000001
1524374953.55,0.204657,-0.154437,-0.091185,-0.004379,-1.008453,0.096222,188.790512,-77.125671,-60.462906
1524374953.57,0.186769,-0.098238,-0.07181699999999999,-0.007248,-1.00383,0.108139,188.790024,-77.20101899999997,-60.2379
1524374953.59,0.183652,-0.030198000000000006,-0.044805000000000005,0.013641,-1.012924,0.07910199999999999,188.790665,-76.97622700000002,-60.087906
1524374953.61,0.179803,-0.001499,-0.01155,0.025635,-0.991776,0.079498,188.56575,-76.975449,-60.160645
1524374953.63,0.157685,-0.041043,-0.005463,-0.002563,-1.006729,0.105988,188.790482,-77.051132,-60.162903
1524374953.65,0.14296,0.01519,0.018206,0.000595,-1.001816,0.123322,188.565567,-76.901123,-59.710648
1524374953.67,0.119887,0.04583,0.047052,-0.001022,-1.0081790000000002,0.122086,188.341141,-76.750336,-59.783401
1524374953.69,0.107948,0.052105,0.05769,-0.025848000000000003,-1.001328,0.112106,188.56636,-76.676132,-59.710663
1524374953.71,0.094042,0.029664,0.079954,0.016312,-1.003601,0.093994,188.640442,-76.97612,-59.861404
1524374953.75,0.07541,0.047585,0.105569,-0.017394999999999997,-1.002228,0.120712,188.490936,-76.751129,-59.55990600000001
1524374953.77,0.05624,0.041023,0.104333,-0.019226,-1.001999,0.108749,188.341827,-76.450912,-59.40841700000001
1524374953.81,0.027485,-0.052832,0.082328,-0.054291,-0.984726,0.111359,187.29306,-76.222092,-59.847931
1524374953.84,0.036733,0.008902,0.058061,-0.052078,-0.993256,0.095047,188.117096,-76.375244,-59.406158
1524374953.86,0.043766,-0.024014,0.031229000000000007,-0.030075,-0.998413,0.094528,188.341492,-76.526016,-59.333405000000006
1524374953.88,0.04269,-0.008088,0.016316,-0.043167,-0.996597,0.129715,187.965927,-76.600342,-59.029648
1524374953.9,0.027779,0.003452,-0.0008550000000000001,-0.044296,-0.994904,0.142624,188.418167,-76.001465,-59.184174
1524374953.92,0.013894,0.020317,-0.019065,-0.040924,-0.994629,0.123657,187.591522,-76.449127,-59.10090600000001
1524374953.94,0.012665,0.051126,-0.033915,-0.047852,-0.998352,0.113846,188.192551,-76.225571,-59.331924
1524374953.96,0.008796,0.026623,-0.049023,-0.03978,-0.994614,0.109543,188.117813,-76.150345,-59.331177
1524374953.98,0.008048,0.014904,-0.068332,-0.043167,-0.998062,0.110229,188.792725,-76.30169699999998,-59.78791800000001
1524374954.0,0.002845,0.007406,-0.07482,-0.026764,-0.997665,0.12525899999999998,188.493637,-76.00102199999998,-59.634933
1524374954.02,-0.000296,0.004184,-0.078065,-0.023346,-1.005707,0.10968,187.367615,-76.37222299999998,-59.923676
1524374954.04,0.0028,0.0074090000000000015,-0.070542,-0.009613,-1.000427,0.099594,188.491913,-76.45124799999998,-59.484909
1524374954.06,0.008066,-0.002095,-0.053430999999999985,-0.000229,-1.001801,0.08921799999999999,188.567352,-76.450806,-59.935669
1524374954.08,0.009183,-0.033959,-0.026821,0.003052,-1.001297,0.09996,188.416672,-76.600555,-59.784164
1524374954.1,0.006633,-0.023327,0.002086,0.011475,-1.002441,0.11076400000000003,188.341827,-76.60011300000002,-59.933411
1524374954.14,-0.008384,0.026552,0.059953,-0.0017239999999999998,-0.998657,0.111618,188.341614,-76.600449,-59.708405000000006
1524374954.16,-0.011671,0.024403,0.069546,-0.023315,-1.000809,0.102631,188.341934,-76.525345,-59.78341700000001
1524374954.18,-0.010395,0.001026,0.072663,-0.027451,-0.995956,0.098694,188.491684,-76.60078399999998,-59.784912
1524374954.2,-0.004785,-0.019127,0.067268,-0.035736000000000004,-0.996521,0.098618,188.116837,-76.59944200000002,-59.93116800000001
1524374954.22,0.002746,-0.012685,0.056654,-0.033615,-0.995529,0.104477,188.417984,-76.225571,-59.784180000000006
1524374954.24,0.0017640000000000004,-0.020138,0.055545,-0.028488,-0.998901,0.106232,188.117615,-76.37445100000002,-59.93116800000001
1524374954.26,0.000597,-0.011642,0.056642999999999985,-0.024536,-1.000824,0.10383599999999997,188.193039,-76.299454,-60.081924
1524374954.28,-0.001597,-0.008471,0.05878,-0.029022000000000006,-0.998657,0.110123,187.892807,-76.298889,-59.853928
1524374954.31,-0.003811,0.002137,0.055601,-0.040253,-0.99559,0.108551,188.118149,-76.224457,-59.931183
1524374954.33,-0.004901,0.008503,0.051342999999999986,-0.039948,-1.000229,0.106598,187.593338,-76.297211,-60.37593100000001
1524374954.35,-0.008020999999999999,0.0031550000000000003,0.048088,-0.032837,-0.998444,0.102783,188.118256,-76.14967299999998,-59.781174
1524374954.37,-0.01424,-0.017105000000000002,0.049025,-0.033188,-0.998215,0.111786,188.267883,-76.299911,-59.932678
1524374954.39,-0.019619,-0.011841,0.04687,-0.041702,-0.999268,0.110245,188.118225,-76.224335,-60.00618000000001
1524374954.41,-0.028304000000000006,0.001898,0.045798,-0.047684,-0.997131,0.119934,187.893066,-76.223892,-59.853928
1524374954.43,-0.036988,0.015636,0.044725,-0.04071,-1.003662,0.112442,186.993637,-76.145767,-60.144928
1524374954.45,-0.041288,0.014535,0.047899,-0.036331,-0.998245,0.109085,188.19371,-76.149231,-60.231934
1524374954.47,-0.052183000000000014,0.012324,0.069203,-0.020248,-1.00029,0.09024,188.118195,-76.299011,-60.231171
1524374954.49,-0.059705,-0.005804,0.090462,-0.029709,-0.996704,0.104034,188.269348,-75.924683,-60.082687
1524374954.51,-0.07921900000000001,-0.001718,0.111732,-0.047302,-0.996887,0.129684,187.969269,-76.073105,-60.52969399999999
1524374954.53,-0.101349,0.061874,0.120405,-0.047653,-1.003494,0.122849,187.069321,-76.144974,-60.820694
1524374954.55,-0.111583,0.124505,0.117394,-0.044388,-1.000992,0.089996,187.819199,-76.072784,-60.453186
1524374954.57,-0.124982,0.07334500000000001,0.119216,-0.057571,-0.993301,0.084763,187.894272,-76.222092,-61.05394
1524374954.59,-0.134366,0.04774,0.121176,-0.057465,-0.998199,0.101318,187.745712,-75.771866,-60.902451
1524374954.61,-0.14741500000000002,0.068882,0.121174,-0.057739,-0.996979,0.103516,187.670319,-75.921432,-61.051697
1524374954.63,-0.16147,0.076198,0.128592,-0.0522,-0.999847,0.090652,186.545914,-75.76796,-61.115463
1524374954.65,-0.180761,0.07814299999999999,0.130601,-0.055389,-0.996948,0.089401,187.597427,-75.470428,-61.575974
1524374954.67,-0.194726,0.08864,0.12626800000000002,-0.072739,-0.995636,0.090698,187.297043,-75.61930799999998,-61.722961
1524374954.69,-0.204796,0.135324,0.123189,-0.07885700000000001,-1.002289,0.076736,187.522202,-75.61975100000002,-61.875214
1524374954.71,-0.215514,0.124601,0.135901,-0.058716,-0.999893,0.062088,187.44812,-75.468964,-62.249481
1524374954.73,-0.221907,0.123477,0.13478099999999998,-0.082611,-1.000854,0.06233200000000001,186.472427,-75.765488,-62.614716
1524374954.75,-0.227397,0.131935,0.140126,-0.078644,-1.003265,0.058716,187.598221,-75.54385400000002,-62.625977
1524374954.78,-0.243585,0.158353,0.128358,-0.100418,-1.00029,0.062164,187.749466,-75.467834,-63.602493
1524374954.8,-0.253417,0.175274,0.13157,-0.07928500000000001,-1.00058,0.047501,187.148117,-75.76649499999998,-63.296478
1524374954.82,-0.270176,0.142154,0.130237,-0.099045,-0.996841,0.045853,187.225204,-75.31594799999998,-63.82225
1524374954.84,-0.270654,0.198493,0.120851,-0.09996,-0.999039,0.019531,186.25,-75.611801,-64.637497
1524374954.86,-0.26485,0.147518,0.127089,-0.07843,-1.003723,-0.004364,187.450974,-75.31549100000002,-64.57450899999999
1524374954.88,-0.259623,0.058253,0.123531,-0.091827,-0.994553,-0.012772,187.22702,-75.16403199999998,-65.09725999999999
1524374954.9,-0.25200900000000004,0.03813,0.130986,-0.098801,-0.998047,0.002975,187.376572,-75.31437700000002,-65.173767
1524374954.92,-0.253219,0.054065,0.128907,-0.100143,-0.994156,0.009796,187.376724,-75.314148,-65.323761
1524374954.94,-0.254462,0.074252,0.125777,-0.099457,-0.995117,-0.007004000000000001,186.477936,-75.160446,-65.989777
1524374954.96,-0.236382,0.089304,0.120624,-0.095947,-0.995071,-0.014755,187.152893,-75.087906,-65.69651800000001
1524374954.98,-0.221861,0.020339,0.128986,-0.08140599999999999,-1.000793,-0.046539,187.453003,-75.312454,-66.599533
1524374955.0,-0.191288,-0.038915,0.12680999999999998,-0.111343,-0.991043,-0.059006,187.303604,-75.161896,-66.673035
1524374955.02,-0.17154,-0.090824,0.129936,-0.103668,-1.00174,-0.038971,187.378799,-75.087234,-66.59878499999999
1524374955.04,-0.142466,-0.122436,0.141773,-0.099655,-1.001938,-0.048676,186.253952,-75.083649,-66.737534
1524374955.06,-0.098042,-0.093293,0.160402,-0.099197,-0.999481,-0.070587,187.004578,-74.861115,-66.595047
1524374955.08,-0.065251,-0.087642,0.189541,-0.089706,-0.995728,-0.070969,186.929764,-74.786011,-66.519287
1524374955.1,-0.048303,-0.099155,0.216353,-0.110733,-0.998398,-0.020752,186.780319,-74.560898,-66.292801
1524374955.12,-0.048428,-0.00026000000000000003,0.233894,-0.132889,-0.997879,-0.002213,186.780441,-74.63533000000002,-66.667801
1524374955.14,-0.052548,0.063516,0.258742,-0.107651,-0.999573,-0.033157,185.881317,-74.407547,-66.73380999999999
1524374955.16,-0.046206,0.039148,0.2897,-0.112152,-0.995941,-0.048538,186.782471,-74.035461,-66.59281899999999
1524374955.18,-0.035856,0.054146000000000014,0.308023,-0.133652,-0.994446,-0.046066,186.632019,-74.18489100000002,-66.666321
1524374955.21,-0.043973000000000005,0.07749199999999999,0.345501,-0.137802,-0.996689,-0.022003,186.408585,-73.734222,-66.664078
1524374955.23,-0.054547000000000005,0.121026,0.393746,-0.121994,-0.99826,-0.016968,186.259491,-73.732437,-67.56259200000001
1524374955.25,-0.060649,0.13908900000000002,0.44833,-0.110214,-1.002777,-0.041702,185.284866,-73.57974200000002,-67.402847
1524374955.27,-0.064199,0.114649,0.504888,-0.12098699999999997,-0.999451,-0.06275900000000001,185.960403,-73.282547,-66.884598
1524374955.29,-0.07309500000000001,0.08909600000000001,0.562472,-0.143326,-0.993301,-0.05542,185.586945,-72.906097,-67.10586500000001
1524374955.31,-0.081039,0.083746,0.611593,-0.15704300000000002,-1.003952,-0.041199,185.58815,-72.60588100000002,-67.255875
1524374955.33,-0.089818,0.079432,0.637182,-0.187332,-1.001297,-0.06025700000000001,185.36467,-72.229858,-67.478638
1524374955.35,-0.095986,0.040046,0.651942,-0.221329,-0.983276,-0.06665,184.617249,-71.552307,-67.696167
1524374955.37,-0.091863,0.053909000000000006,0.653101,-0.262817,-0.977066,-0.048782,184.768158,-71.25299100000002,-67.547684
1524374955.39,-0.079908,0.128457,0.6642060000000001,-0.22998,-1.006088,-0.059464,184.844025,-71.028091,-67.623428
1524374955.41,-0.080705,0.051938,0.71307,-0.257675,-1.000259,-0.009537,184.770294,-70.578323,-67.32270799999999
1524374955.43,-0.055461,0.142598,0.767124,-0.233612,-1.03743,-0.057587,184.698029,-69.90254200000001,-67.696976
1524374955.45,-0.040139,0.137489,0.841015,-0.220459,-1.0460969999999998,-0.09256,183.574722,-69.523636,-68.060745
1524374955.47,-0.003177,0.127252,0.8957860000000001,-0.239517,-1.126221,-0.110153,183.87532,-69.225204,-67.613739
1524374955.49,0.027331,-0.013798,0.979892,-0.194397,-1.299164,-0.097534,183.652618,-68.54965200000001,-67.53653
1524374955.51,0.059809,-0.159065,1.084317,-0.169907,-1.371567,-0.068146,183.279877,-67.799103,-67.15780600000001
1524374955.53,-0.0053490000000000005,-0.34028800000000003,1.254201,-0.107101,-1.319427,0.030457,182.981659,-67.198654,-66.85481300000001
1524374955.55,-0.014856,-0.33065300000000003,1.438146,-0.21463,-1.25325,0.147644,182.683868,-66.522995,-66.701828
1524374955.57,0.029743,-0.12703699999999998,1.576257,-0.26805100000000004,-1.302185,0.188217,182.460922,-65.69856300000001,-65.87460300000001
1524374955.59,0.043936,-0.037515,1.6655240000000002,-0.202347,-1.294937,0.130905,182.238281,-64.873688,-65.347382
1524374955.61,0.013686000000000002,-0.074959,1.7314599999999998,-0.15593,-1.299393,0.126968,181.942001,-63.89735400000001,-65.644409
1524374955.63,-0.061045,-0.124457,1.869757,-0.224075,-1.332047,0.09726,181.270523,-62.84556600000001,-65.487701
1524374955.65,-0.129985,-0.061153999999999986,2.059925,0.08984400000000001,-1.252335,0.115082,180.749512,-61.793564,-65.78248599999999
1524374955.66,-0.17908,-0.056315,2.045689,0.223648,-1.218765,0.030457,180.375702,-61.34301800000001,-65.403748
1524374955.68,-0.28228000000000003,-0.08495499999999999,2.022362,-0.065475,-1.239517,-0.073273,180.454041,-60.517578,-65.854538
1524374955.7,-0.487108,0.002739,2.39991,-0.579987,-1.264893,-0.06156900000000001,179.782547,-59.316589,-65.172821
1524374955.72,-0.364028,0.597121,2.32101,-0.183563,-1.044739,-0.1436,179.787964,-57.816376,-65.32287600000001
1524374955.74,-0.432476,0.267342,1.620639,0.593842,-0.792374,-0.298294,179.118134,-56.463699,-65.76617399999999
1524374955.76,-0.437744,-0.899847,0.708522,0.843018,-0.700134,-0.127365,178.89682,-55.56225600000001,-66.28897099999999
1524374955.78,-0.32857,-1.679715,0.13262000000000002,0.687134,-0.619247,0.004929,178.521286,-55.263489,-64.710205
1524374955.8,-0.173055,-1.894804,-0.7228760000000001,0.4944,-0.595123,-0.031754000000000004,178.068466,-55.639389,-63.205673
1524374955.82,-0.129618,-2.029082,-1.575619,0.130157,-0.619888,0.10736099999999997,178.212189,-56.917526,-61.40711999999999
1524374955.84,-0.060912,-1.385729,-2.230144,-0.098511,-0.7824399999999999,0.124359,178.654938,-58.496429000000006,-59.686539
1524374955.86,-0.012748,-0.857374,-2.853227,-0.24572800000000006,-0.899216,0.103989,178.645401,-60.898087,-58.561447
1524374955.88,0.039713,-0.382097,-3.4262370000000004,-0.28389000000000003,-0.988068,0.05743400000000001,179.084229,-63.900406,-57.890839
1524374955.9,0.077224,-0.142806,-3.770412,-0.252899,-1.090454,0.010101,180.272247,-67.05542,-56.927719
1524374955.92,0.081704,-0.234402,-4.007159,-0.367233,-1.1810459999999998,0.059021,181.309845,-70.508972,-56.63809200000001
1524374955.94,0.060253,-0.15925899999999998,-4.177054,-0.4145970000000001,-1.21843,0.09407,183.095779,-74.34030200000002,-55.980957
1524374955.96,0.095488,-0.00488,-4.322668,-0.47789,-1.2769780000000002,0.110168,185.331268,-78.322891,-55.403305
1524374955.98,0.158437,0.133919,-4.3419370000000015,-0.5266109999999999,-1.246872,0.100723,187.943787,-81.855896,-55.279434
1524374956.0,0.214825,0.295064,-4.267032,-0.576141,-1.240723,0.098297,190.782043,-85.090057,-54.85781899999999
1524374956.02,0.26152,0.227544,-4.166446,-0.542221,-1.237701,0.050156,194.068848,-88.700775,-54.29068
1524374956.04,0.337654,-0.129853,-3.938553,-0.645203,-1.2227940000000002,0.08667000000000001,197.657013,-91.937256,-53.801559
1524374956.06,0.328318,-0.267811,-3.5242120000000003,-0.981735,-1.246735,0.10257,201.474579,-93.974228,-53.464737
1524374956.08,0.30345300000000003,0.149197,-2.985643,-0.895416,-1.193634,0.169266,205.292923,-95.711517,-52.902924
1524374956.1,0.242898,0.430808,-2.481076,-0.812851,-1.178879,0.07972699999999999,208.589233,-96.622147,-52.41088900000001
1524374956.13,0.167765,0.458606,-1.458955,-0.847275,-1.1503139999999998,0.014618,211.585785,-97.53154,-52.140854
1524374956.15,0.049887,0.27097,-0.740772,-0.890442,-1.176834,-0.094482,213.608826,-97.988144,-51.786087
1524374956.17,-0.055974,0.138755,0.001269,-0.926483,-1.13269,-0.048492,214.73262000000003,-98.291718,-51.647324
1524374956.19,-0.13036,0.143931,0.6671189999999999,-0.780945,-1.104187,-0.066498,215.407593,-98.368408,-51.879074
1524374956.21,-0.195898,-0.024256,1.167563,-0.688156,-1.100159,-0.013443,214.807251,-98.441727,-51.798065
1524374956.23,-0.646638,-0.073094,1.263588,1.330185,-1.781799,0.654755,214.13217200000003,-98.589035,-52.241318
1524374956.25,0.427038,1.179035,0.145084,0.385254,-1.696487,0.021637,212.931656,-98.735443,-52.229309
1524374956.27,-0.574102,-1.153586,1.417729,-1.430008,-0.8410799999999999,0.484116,213.007782,-98.435562,-52.305069
1524374956.29,-0.5791350000000001,1.480127,1.573499,0.107224,-1.152115,0.026962,211.883896,-98.132095,-52.368835
1524374956.31,-0.591972,0.102701,1.079701,0.055023,-1.345581,-0.402817,210.309464,-98.201157,-53.178085
1524374956.33,-0.506425,-0.487764,0.941917,-0.091873,-0.6333310000000001,-0.17865,209.860931,-97.973801,-53.848602
1524374956.35,-0.293424,-0.551632,0.987024,-0.044586,-1.089386,-0.190521,208.586807,-97.744888,-53.910858
1524374956.37,-0.29554,-1.484376,0.669575,0.165298,-0.981644,0.035324,207.987991,-97.442886,-54.054871
1524374956.39,-0.209949,-0.988167,0.5899800000000001,-0.043686,-1.011597,0.298279,207.9133,-97.292999,-53.829132
1524374956.41,-0.238124,0.001426,0.57802,-0.184921,-0.994293,0.176559,207.088318,-97.290527,-53.820877
1524374956.43,-0.206578,0.370578,0.472886,0.082108,-0.995804,-0.104599,206.639618,-96.914185,-53.816391
1524374956.45,-0.132258,-0.237924,0.506081,0.238571,-1.009445,-0.235855,206.490417,-96.837967,-54.339905
1524374956.47,-0.074529,-0.662664,0.514281,0.101807,-0.973587,-0.161865,205.965958,-96.686386,-54.334656
1524374956.49,-0.028784,-0.35183200000000003,0.437876,-0.031708,-0.978577,-0.015563999999999996,204.841812,-96.457916,-54.39840699999999
