,Time,TimeRedundant,X,Y,Z
0,1524371449.3505,1524371449.3505,0.003952000000000001,-0.017822,-1.0185389999999999
1,1524371449.350568,1524371449.350568,0.003922,-0.014648,-1.017807
2,1524371449.35575,1524371449.35575,0.003159,-0.014663999999999998,-1.014893
3,1524371449.365802,1524371449.365802,0.003403,-0.014403999999999998,-1.0153809999999999
4,1524371449.375791,1524371449.375791,0.003189,-0.014648,-1.017334
5,1524371449.385756,1524371449.385756,0.002686,-0.012711,-1.017822
6,1524371449.3957381,1524371449.3957381,0.001968,-0.013443,-1.019043
7,1524371449.405664,1524371449.405664,0.002014,-0.015884,-1.0200200000000001
8,1524371449.416036,1524371449.416036,0.001495,-0.014908000000000001,-1.01857
9,1524371449.426307,1524371449.426307,0.001968,-0.013199,-1.019287
10,1524371449.4357429,1524371449.4357429,0.002945,-0.015396,-1.016846
11,1524371449.44624,1524371449.44624,0.001968,-0.015884,-1.016861
12,1524371449.458065,1524371449.458065,0.0017239999999999998,-0.013931,-1.017593
13,1524371449.465965,1524371449.465965,0.005340999999999999,-0.014877000000000001,-1.013657
14,1524371449.475911,1524371449.475911,0.00441,-0.015381,-1.017319
15,1524371449.4900632,1524371449.4900632,0.003387,-0.013672,-1.014648
16,1524371449.495897,1524371449.495897,0.003922,-0.015869,-1.016357
17,1524371449.505848,1524371449.505848,0.00441,-0.015137000000000001,-1.017319
18,1524371449.515897,1524371449.515897,0.0043950000000000005,-0.013672,-1.017319
19,1524371449.527884,1524371449.527884,0.00267,-0.014419999999999999,-1.015625
20,1524371449.535634,1524371449.535634,0.005142,-0.013656999999999999,-1.018524
21,1524371449.5458848,1524371449.5458848,0.001999,-0.013931,-1.020508
22,1524371449.555708,1524371449.555708,0.0034479999999999997,-0.014159999999999999,-1.01976
23,1524371449.5658278,1524371449.5658278,0.002472,-0.012711,-1.0202639999999998
24,1524371449.5757391,1524371449.5757391,0.001968,-0.015152,-1.017593
25,1524371449.58564,1524371449.58564,0.003387,-0.014159999999999999,-1.014648
26,1524371449.595747,1524371449.595747,0.00021400000000000002,-0.013702,-1.013947
27,1524371449.605702,1524371449.605702,0.0036009999999999996,-0.014159999999999999,-1.010742
