1525628534.808327	1525628534.808327	-0.092606	0.993637	0.044815
1525628534.810792	1525628534.810792	-0.088333	0.991531	0.049667
1525628534.820718	1525628534.820718	-0.084152	0.992249	0.051559
1525628534.831382	1525628534.831382	-0.085022	0.991531	0.044861
1525628534.840687	1525628534.840687	-0.078339	0.986572	0.042694
1525628534.850642	1525628534.850642	-0.076309	0.981689	0.043533
1525628534.860559	1525628534.860559	-0.082962	0.982040	0.046127
1525628534.871631	1525628534.871631	-0.089172	0.994247	0.050201
1525628534.880663	1525628534.880663	-0.091675	1.001251	0.053558
1525628534.890660	1525628534.890660	-0.090927	0.994812	0.047745
1525628534.900479	1525628534.900479	-0.086243	0.988800	0.044891
1525628534.910578	1525628534.910578	-0.083008	0.990585	0.044235
1525628534.922536	1525628534.922536	-0.077286	0.994965	0.040268
1525628534.930362	1525628534.930362	-0.074585	0.988022	0.038284
1525628534.940424	1525628534.940424	-0.081711	0.980103	0.041901
1525628534.950476	1525628534.950476	-0.096375	0.982162	0.048904
1525628534.960476	1525628534.960476	-0.106613	0.986786	0.060181
1525628534.974134	1525628534.974134	-0.103241	0.990311	0.068619
1525628534.980373	1525628534.980373	-0.090286	1.000778	0.068756
1525628534.990261	1525628534.990261	-0.070221	1.018692	0.064056
1525628535.000382	1525628535.000382	-0.051651	1.011414	0.051346
1525628535.011183	1525628535.011183	-0.048004	0.989456	0.040848
1525628535.020287	1525628535.020287	-0.053177	0.983215	0.039108
1525628535.030340	1525628535.030340	-0.062988	0.988098	0.042953
1525628535.040238	1525628535.040238	-0.074829	0.994919	0.044189
1525628535.050279	1525628535.050279	-0.083069	0.993988	0.042053
1525628535.060132	1525628535.060132	-0.091354	0.989410	0.041626
1525628535.070543	1525628535.070543	-0.098633	0.995865	0.045959
1525628535.080289	1525628535.080289	-0.100983	0.997803	0.050278
1525628535.090100	1525628535.090100	-0.097748	0.989197	0.049271
1525628535.101170	1525628535.101170	-0.085831	0.986938	0.045609
1525628535.110166	1525628535.110166	-0.073700	0.993912	0.043488
1525628535.120019	1525628535.120019	-0.068085	1.001038	0.041107
1525628535.130328	1525628535.130328	-0.062790	1.002304	0.041870
1525628535.141318	1525628535.141318	-0.061096	1.004868	0.039642
1525628535.150343	1525628535.150343	-0.068268	1.002426	0.033676
1525628535.160213	1525628535.160213	-0.076828	0.994034	0.031860
1525628535.170828	1525628535.170828	-0.081650	0.987274	0.037735
1525628535.180430	1525628535.180430	-0.083420	0.982544	0.041443
1525628535.190667	1525628535.190667	-0.084625	0.981323	0.042038
1525628535.200149	1525628535.200149	-0.085510	0.986237	0.043121
1525628535.210295	1525628535.210295	-0.081421	0.993622	0.042404
1525628535.220168	1525628535.220168	-0.078079	0.996887	0.042572
1525628535.231981	1525628535.231981	-0.078644	0.996246	0.043594
1525628535.240058	1525628535.240058	-0.078140	0.994690	0.040314
1525628535.250324	1525628535.250324	-0.075653	0.994247	0.034546
1525628535.260042	1525628535.260042	-0.071030	0.990845	0.035217
1525628535.275203	1525628535.275203	-0.071335	0.986832	0.036377
1525628535.283188	1525628535.283188	-0.082764	0.977570	0.026398
1525628535.290036	1525628535.290036	-0.099792	0.966034	0.012268
1525628535.299969	1525628535.299969	-0.102966	0.969238	0.011307
1525628535.310009	1525628535.310009	-0.082642	0.981079	0.014481
1525628535.322307	1525628535.322307	-0.054871	1.001572	0.025223
1525628535.329955	1525628535.329955	-0.034760	1.019043	0.050095
1525628535.339968	1525628535.339968	-0.034195	1.018600	0.057083
1525628535.349877	1525628535.349877	-0.051315	1.018021	0.042953
1525628535.360909	1525628535.360909	-0.074356	1.025742	0.030518
1525628535.369938	1525628535.369938	-0.091934	1.041046	0.011353
1525628535.380191	1525628535.380191	-0.100601	1.031265	0.039536
1525628535.389810	1525628535.389810	-0.103043	1.000229	0.069794
1525628535.399737	1525628535.399737	-0.103653	0.956741	0.086029
1525628535.413295	1525628535.413295	-0.080627	0.935089	0.116928
1525628535.419901	1525628535.419901	-0.090637	0.978790	0.064453
1525628535.429761	1525628535.429761	-0.108185	1.014542	0.038422
1525628535.439630	1525628535.439630	-0.107956	1.019058	0.048111
