,Time,TimeRedundant,X,Y,Z
0,1525628912.74005,1525628912.74005,63.198105000000005,54.382172,-328.384583
1,1525628912.740125,1525628912.740125,63.272918999999995,54.30761700000001,-328.533936
2,1525628912.759677,1525628912.759677,63.273178,54.382507,-328.45935099999997
3,1525628912.759748,1525628912.759748,63.422668,54.233185,-328.608063
4,1525628912.779669,1525628912.779669,63.123931999999996,54.53218100000001,-328.535614
5,1525628912.779848,1525628912.779848,63.122818,54.232498,-328.758972
6,1525628912.7990448,1525628912.7990448,63.347061,54.083068999999995,-328.682465
7,1525628912.799117,1525628912.799117,62.973862,54.53161600000001,-328.46106000000003
8,1525628912.818722,1525628912.818722,63.271454000000006,53.932953000000005,-328.75689700000004
9,1525628912.818789,1525628912.818789,63.048264,54.38194300000001,-328.535034
10,1525628912.838399,1525628912.838399,63.271834999999996,54.08250400000001,-328.457703
11,1525628912.838465,1525628912.838465,63.272659,54.232727000000004,-328.608521
12,1525628912.858103,1525628912.858103,63.273361,54.457291000000005,-328.309753
13,1525628912.8581948,1525628912.8581948,63.272583,54.23262,-328.533539
14,1525628912.8777359,1525628912.8777359,63.272766000000004,54.307404000000005,-328.383942
15,1525628912.877802,1525628912.877802,62.896225,53.931488,-328.53299
16,1525628912.897547,1525628912.897547,63.123672,54.457291000000005,-328.610199
17,1525628912.897611,1525628912.897611,63.123749,54.457397,-328.685211
18,1525628912.91694,1525628912.91694,63.272583,54.23262,-328.533539
19,1525628912.91698,1525628912.91698,63.198333999999996,54.382507,-328.609558
20,1525628912.9369118,1525628912.9369118,63.122589000000005,54.232162,-328.533966
21,1525628912.936951,1525628912.936951,63.199158,54.53273000000001,-328.760406
22,1525628912.956965,1525628912.956965,63.273666000000006,54.457733,-328.60974100000004
23,1525628912.957092,1525628912.957092,63.423080000000006,54.30830400000001,-328.683472
24,1525628912.976058,1525628912.976058,63.273743,54.457855,-328.684753
25,1525628912.97616,1525628912.97616,63.197815000000006,54.232727000000004,-328.758759
26,1525628912.997211,1525628912.997211,63.274612,54.682632,-328.536011
27,1525628912.997329,1525628912.997329,63.04724100000001,54.156952000000004,-328.533783
28,1525628913.015828,1525628913.015828,63.199051000000004,54.458068999999995,-328.98495499999996
29,1525628913.015959,1525628913.015959,62.899979,54.68206800000001,-328.912109
30,1525628913.035508,1525628913.035508,63.19769300000001,54.158066000000005,-328.98330699999997
31,1525628913.035631,1525628913.035631,63.049682999999995,54.68206800000001,-328.611664
32,1525628913.055172,1525628913.055172,63.049576,54.607406999999995,-328.836243
33,1525628913.055286,1525628913.055286,63.048141,54.307281,-328.759613
34,1525628913.076555,1525628913.076555,62.82559200000001,54.831741,-328.838135
35,1525628913.076669,1525628913.076669,62.898559999999996,54.38194300000001,-328.83544900000004
36,1525628913.094525,1525628913.094525,63.124832,54.68251,-328.761444
37,1525628913.094639,1525628913.094639,62.972396999999994,54.156952000000004,-328.68399
38,1525628913.1154768,1525628913.1154768,63.050323,54.757523,-328.912079
39,1525628913.115773,1525628913.115773,62.824677,54.681396,-328.61233500000003
40,1525628913.133761,1525628913.133761,62.598892000000006,54.456055000000006,-328.83676099999997
41,1525628913.133875,1525628913.133875,62.898894999999996,54.45695500000001,-328.835876
42,1525628913.1539268,1525628913.1539268,62.824645999999994,54.60684200000001,-328.911926
43,1525628913.154002,1525628913.154002,62.825104,54.7565,-328.687744
44,1525628913.173151,1525628913.173151,62.749039,54.456726,-328.986298
45,1525628913.173255,1525628913.173255,62.824829,54.681625,-328.76236
46,1525628913.1931539,1525628913.1931539,62.601288000000004,55.055618,-328.54007
47,1525628913.193227,1525628913.193227,62.823333999999996,54.381378000000005,-328.610687
48,1525628913.213392,1525628913.213392,62.749115,54.605835,-328.387146
49,1525628913.213465,1525628913.213465,62.74736,54.230713,-328.310089
50,1525628913.232456,1525628913.232456,62.897202,54.230927,-328.15963700000003
51,1525628913.232572,1525628913.232572,62.524002,54.679474,-327.93823199999997
52,1525628913.252522,1525628913.252522,62.821670999999995,54.229918999999995,-327.634888
53,1525628913.2525911,1525628913.2525911,62.823212,54.60470600000001,-327.486908
54,1525628913.272191,1525628913.272191,62.221664000000004,54.22811899999999,-327.636658
55,1525628913.272308,1525628913.272308,62.59689300000001,54.378570999999994,-327.18634
56,1525628913.291431,1525628913.291431,62.072143999999994,54.451889,-327.11328100000003
57,1525628913.292083,1525628913.292083,62.443741,53.777435,-326.733459
58,1525628913.311019,1525628913.311019,61.995833999999995,54.226212,-326.812286
59,1525628913.311133,1525628913.311133,62.29393,53.851760999999996,-326.58435099999997
60,1525628913.3307278,1525628913.3307278,62.520615,54.22743199999999,-326.585724
61,1525628913.3308449,1525628913.3308449,62.368164,53.701874,-326.50830099999996
62,1525628913.350291,1525628913.350291,62.068847999999996,53.850967000000004,-326.51004
63,1525628913.3504062,1525628913.3504062,62.144775,54.076080000000005,-326.436035
64,1525628913.3703089,1525628913.3703089,61.993774,53.850632,-326.435242
65,1525628913.370427,1525628913.370427,62.144974,54.150864,-326.286438
66,1525628913.3899882,1525628913.3899882,61.769287,53.999741,-326.286743
67,1525628913.3901029,1525628913.3901029,62.068695,53.850754,-326.36001600000003
68,1525628913.4094641,1525628913.4094641,61.77105699999999,54.374863,-326.36377000000005
69,1525628913.40958,1525628913.40958,61.768494,53.77506999999999,-326.510498
70,1525628913.42926,1525628913.42926,61.545639,54.299071999999995,-326.289062
71,1525628913.429479,1525628913.429479,60.720183999999996,54.146942,-326.51568599999996
72,1525628913.448823,1525628913.448823,60.871306999999995,54.447052,-326.291901
