,Time,TimeRedundant,X,Y,Z
0,1524423364.8588538,1524423364.8588538,-0.015503,-0.992813,-0.10069299999999999
1,1524423364.858904,1524423364.858904,-0.019424,-0.9872280000000001,-0.10388199999999999
2,1524423364.86204,1524423364.86204,-0.019028,-0.9989620000000001,-0.10829200000000001
3,1524423364.871978,1524423364.871978,-0.019272,-1.0006709999999999,-0.10609400000000001
4,1524423364.88183,1524423364.88183,-0.016266,-0.999908,-0.11386099999999999
5,1524423364.891971,1524423364.891971,-0.011687999999999999,-0.992035,-0.115021
6,1524423364.901877,1524423364.901877,-0.0015869999999999999,-0.9973139999999999,-0.11956800000000001
7,1524423364.912013,1524423364.912013,0.003098,-1.000458,-0.123901
8,1524423364.92189,1524423364.92189,-0.000595,-0.9987790000000001,-0.12101700000000001
9,1524423364.93201,1524423364.93201,0.002762,-1.001434,-0.11441
10,1524423364.942152,1524423364.942152,0.000671,-1.01001,-0.11615
11,1524423364.95233,1524423364.95233,-0.0018620000000000002,-1.004181,-0.112015
12,1524423364.962415,1524423364.962415,-0.008362,-0.989807,-0.109634
13,1524423364.972194,1524423364.972194,-0.0054020000000000006,-0.9909969999999999,-0.11155699999999999
14,1524423364.982007,1524423364.982007,-0.002167,-0.9953770000000001,-0.11299100000000001
15,1524423364.992545,1524423364.992545,-0.0033420000000000004,-0.998566,-0.114944
16,1524423365.002146,1524423365.002146,-0.00824,-0.9951780000000001,-0.115723
17,1524423365.012244,1524423365.012244,-0.016586,-0.992569,-0.11386099999999999
18,1524423365.021996,1524423365.021996,-0.009445,-0.9978790000000001,-0.11525
19,1524423365.032312,1524423365.032312,-0.005737,-1.0010219999999999,-0.11644000000000002
20,1524423365.042162,1524423365.042162,0.0006259999999999999,-1.00415,-0.11686700000000001
21,1524423365.052083,1524423365.052083,0.004471,-1.000931,-0.114883
22,1524423365.062114,1524423365.062114,0.000259,-0.9970549999999999,-0.11271700000000001
23,1524423365.072242,1524423365.072242,0.004227000000000001,-1.002899,-0.11292999999999999
24,1524423365.082037,1524423365.082037,0.006195,-1.007034,-0.11170999999999999
25,1524423365.095375,1524423365.095375,0.00415,-0.998734,-0.11024500000000001
26,1524423365.101972,1524423365.101972,0.001251,-1.000717,-0.110275
27,1524423365.1128259,1524423365.1128259,-0.0038450000000000003,-0.9988100000000001,-0.11276199999999999
28,1524423365.121857,1524423365.121857,-0.008773999999999999,-0.995193,-0.112076
